,high error,low error,close error,0
0,178.845703125,61.65625,162.572265625,162.572265625
1,240.111328125,29.339843749985448,40.111328125,40.111328125
2,265.166015625,102.6171875,155.21484374998545,155.21484374998545
3,180.00781250001455,155.90039062498545,271.1640625,271.1640625
4,316.54296874998545,358.96289062501455,157.14453125001455,157.14453125001455
5,234.83398437501455,156.96484374998545,341.818359375,341.818359375
6,7.546875,33.458984375,144.017578125,144.017578125
7,76.67187499998545,168.5390625,28.080078125014552,28.080078125014552
8,166.671875,48.53906250001455,46.982421875,46.982421875
9,176.671875,28.539062499985448,1.919921875014552,1.919921875014552
10,246.671875,458.53906250001455,431.919921875,431.919921875
11,45.82617187498545,62.76757812498545,369.236328125,369.236328125
12,76.35742187501455,362.767578125,391.91992187501455,391.91992187501455
13,36.35742187498545,412.767578125,251.919921875,251.919921875
14,500.87890625,66.22265625,108.080078125,108.080078125
15,123.32812500001455,116.22265624998545,328.080078125,328.080078125
16,144.833984375,113.353515625,21.818359374985448,21.818359374985448
17,174.833984375,26.41796875,91.818359375,91.818359375
18,145.16601562498545,253.353515625,31.818359374985448,31.818359374985448
19,174.833984375,346.646484375,551.818359375,551.818359375
20,26.671875,13.458984375,178.080078125,178.080078125
21,66.671875,123.45898437498545,28.080078125014552,28.080078125014552
22,146.671875,11.4609375,118.080078125,118.080078125
23,176.671875,398.5390625,211.91992187501455,211.91992187501455
24,401.94335937501455,278.53906250001455,301.919921875,301.919921875
25,70.87890625001455,296.22265624998545,311.919921875,311.919921875
26,6.357421875,387.84179687498545,311.919921875,311.919921875
27,34.173828125,639.8417968749854,540.3906250000146,540.3906250000146
28,55.75390625,218.826171875,176.451171875,176.451171875
29,0.73046875,56.5078125,56.45117187498545,56.45117187498545
30,225.52539062501455,192.568359375,71.880859375,71.880859375
31,151.69140625,65.81445312501455,391.88085937498545,391.88085937498545
32,154.58593749998545,107.830078125,265.470703125,265.470703125
33,189.28125,154.18554687501455,241.880859375,241.880859375
34,178.30078125,35.81445312498545,162.96875,162.96875
35,150.919921875,19.669921874985448,233.369140625,233.369140625
36,107.05273437501455,192.396484375,156.01757812501455,156.01757812501455
37,196.78125,199.93164062501455,4.884765624985448,4.884765624985448
38,45.369140625,172.212890625,254.84765625,254.84765625
39,58.73046875,46.2421875,194.064453125,194.064453125
40,63.0078125,290.34375000001455,34.84765625,34.84765625
41,143.0078125,22.12109375,194.84765625001455,194.84765625001455
42,234.57421875,72.48828125,5.935546875,5.935546875
43,214.57421875,17.511718749985448,384.06445312501455,384.06445312501455
44,143.158203125,155.73437499998545,254.01953125,254.01953125
45,43.158203125,296.27929687501455,274.01953124998545,274.01953124998545
46,129.85351562501455,201.923828125,60.55078125,60.55078125
47,270.14648437498545,628.3671875000146,475.98046874998545,475.98046874998545
48,212.66796875,117.697265625,85.935546875,85.935546875
49,165.6015625,173.625,107.77343750001455,107.77343750001455
50,124.05273437501455,72.978515625,77.77343749998545,77.77343749998545
51,204.052734375,272.978515625,182.2265625,182.2265625
52,401.6640625,105.76953125001455,377.07031250001455,377.07031250001455
53,21.21484375,263.935546875,24.525390624985448,24.525390624985448
54,113.078125,345.82421874998545,515.474609375,515.474609375
55,52.58007812498545,78.33203125,12.2265625,12.2265625
56,222.580078125,52.12109375,264.39843749998545,264.39843749998545
57,96.751953125,156.72070312498545,134.212890625,134.212890625
58,181.6640625,113.3671875,69.53906250001455,69.53906250001455
59,28.3359375,5.76953125,225.10156250001455,225.10156250001455
60,111.185546875,50.1640625,58.537109375,58.537109375
61,173.63476562501455,9.8359375,48.537109375,48.537109375
62,90.87890624998545,179.578125,120.974609375,120.974609375
63,77.169921875,913.208984375,944.984375,944.984375
64,69.822265625,165.23828125,35.162109375,35.162109375
65,91.7734375,170.283203125,10.896484375,10.896484375
66,121.7734375,69.1015625,164.458984375,164.458984375
67,17.15234375,334.86328125,357.771484375,357.771484375
68,53.3203125,171.8828125,243.15234375,243.15234375
69,323.3203125,76.61328125,246.1484375,246.1484375
70,373.451171875,100.05859375,36.240234375,36.240234375
71,139.75,293.931640625,538.953125,538.953125
72,254.33984375,18.767578125,179.755859375,179.755859375
73,166.083984375,60.9765625,63.994140625,63.994140625
74,192.134765625,111.7265625,88.9609375,88.9609375
75,340.525390625,134.16796875,341.0390625,341.0390625
76,68.05078125,11.0078125,52.884765625,52.884765625
77,73.62109375,87.611328125,27.115234375,27.115234375
78,153.916015625,158.533203125,171.0390625,171.0390625
79,229.486328125,44.361328125,566.005859375,566.005859375
80,145.751953125,241.07421875,143.8515625,143.8515625
81,174.248046875,371.07421875,503.8515625,503.8515625
82,16.37109375,316.064453125,374.712890625,374.712890625
83,1032.3515625,21.26953125,926.15234375,926.15234375
84,428.779296875,190.142578125,98.279296875,98.279296875
85,236.908203125,198.87109375,38.279296875,38.279296875
86,18.21875,108.39453125,141.720703125,141.720703125
87,218.3046875,788.140625,676.224609375,676.224609375
88,448.203125,26.6484375,310.22265625,310.22265625
89,200.90234375,47.642578125,235.541015625,235.541015625
90,173.05859375,9.75,78.453125,78.453125
91,282.865234375,189.03515625,123.6484375,123.6484375
92,263.3203125,197.140625,356.84765625,356.84765625
93,259.75,136.806640625,8.953125,8.953125
94,380.056640625,53.005859375,453.759765625,453.759765625
95,176.787109375,94.8671875,201.720703125,201.720703125
96,35.171875,70.326171875,291.720703125,291.720703125
97,6.314453125,41.359375,1.8515625,1.8515625
98,399.537109375,82.107421875,148.279296875,148.279296875
99,336.400390625,282.908203125,278.279296875,278.279296875
100,45.08984375,3.966796875,80.734375,80.734375
101,85.08984375,105.189453125,164.17578125,164.17578125
102,301.765625,213.33203125,255.82421875,255.82421875
103,304.91015625,403.548828125,215.162109375,215.162109375
104,65.00390625,38.95703125,229.103515625,229.103515625
105,15.841796875,316.103515625,164.458984375,164.458984375
106,64.158203125,135.0,44.458984375,44.458984375
107,65.841796875,124.900390625,307.423828125,307.423828125
108,174.158203125,168.732421875,434.458984375,434.458984375
109,240.462890625,28.0859375,132.810546875,132.810546875
110,236.314453125,97.716796875,148.1484375,148.1484375
111,293.599609375,719.4296875,952.810546875,952.810546875
112,252.009765625,72.06640625,34.810546875,34.810546875
113,93.3203125,116.091796875,86.1484375,86.1484375
114,253.3203125,102.783203125,266.1484375,266.1484375
115,145.796875,161.541015625,133.259765625,133.259765625
116,22.40625,12.83984375,32.576171875,32.576171875
117,169.75,168.109375,81.046875,81.046875
118,199.75,1.890625,58.953125,58.953125
119,110.25,76.806640625,311.046875,311.046875
120,94.158203125,118.462890625,224.458984375,224.458984375
121,235.171875,27.62109375,222.810546875,222.810546875
122,656.314453125,37.126953125,538.1484375,538.1484375
123,66.400390625,298.833984375,173.134765625,173.134765625
124,3.685546875,66.8671875,18.14453125,18.14453125
125,60.462890625,124.19921875,31.720703125,31.720703125
126,9.537109375,37.4765625,162.810546875,162.810546875
127,214.99609375,378.95703125,173.494140625,173.494140625
128,5.841796875,168.8515625,44.458984375,44.458984375
129,5.841796875,328.8515625,214.458984375,214.458984375
130,33.685546875,37.8359375,92.810546875,92.810546875
131,143.685546875,64.416015625,102.810546875,102.810546875
132,143.685546875,92.638671875,101.720703125,101.720703125
133,349.537109375,182.4921875,378.279296875,378.279296875
134,805.08984375,86.66796875,484.17578125,484.17578125
135,617.708984375,79.1484375,581.2421875,581.2421875
136,128.78515625,28.423828125,5.6015625,5.6015625
137,77.58789062501455,292.43359375,235.6015625,235.6015625
138,85.25000000001455,50.17968749998545,125.60156250001455,125.60156250001455
139,114.05273437501455,69.8203125,204.3984375,204.3984375
140,41.6640625,202.86328125001455,119.5390625,119.5390625
141,394.052734375,188.26953125,40.2421875,40.2421875
142,394.052734375,357.25,659.7578125,659.7578125
143,336.279296875,296.587890625,121.666015625,121.666015625
144,215.08984375,37.9921875,149.265625,149.265625
145,104.91015625,161.8984375,112.521484375,112.521484375
146,134.91015625,147.7578125,41.720703125,41.720703125
147,181.7734375,377.03125,363.259765625,363.259765625
148,217.990234375,57.56640625,273.15234375,273.15234375
149,150.513671875,1212.9375,197.6171875,197.6171875
150,493.640625,84.685546875,443.623046875,443.623046875
151,103.560546875,205.17578125,187.2734375,187.2734375
152,12.134765625,76.6640625,101.0390625,101.0390625
153,42.134765625,37.119140625,107.37890625,107.37890625
154,752.90234375,43.216796875,87.640625,87.640625
155,200.390625,492.349609375,382.216796875,382.216796875
156,125.806640625,12.259765625,146.318359375,146.318359375
157,44.841796875,30.03125,248.091796875,248.091796875
158,73.697265625,91.7890625,48.982421875,48.982421875
159,140.1328125,267.162109375,50.447265625,50.447265625
160,356.859375,199.142578125,161.521484375,161.521484375
161,161.169921875,59.05859375,327.92578125,327.92578125
162,62.3515625,64.36328125,61.115234375,61.115234375
163,510.607421875,502.537109375,700.244140625,700.244140625
164,289.94921875,350.27734375,266.625,266.625
165,276.98046875,50.03125,285.259765625,285.259765625
166,96.98046875,206.6484375,44.740234375,44.740234375
167,74.677734375,326.6484375,531.89453125,531.89453125
168,343.634765625,16.33984375,147.755859375,147.755859375
169,246.814453125,228.689453125,49.134765625,49.134765625
170,613.185546875,312.0,712.7109375,712.7109375
171,184.677734375,370.03125,454.484375,454.484375
172,53.185546875,69.72265625,254.064453125,254.064453125
173,146.814453125,312.0,141.7109375,141.7109375
174,133.185546875,345.3828125,265.615234375,265.615234375
175,154.228515625,326.33984375,431.291015625,431.291015625
176,32.95703125,97.927734375,147.8359375,147.8359375
177,2.95703125,285.3828125,51.580078125,51.580078125
178,106.0,45.3828125,204.216796875,204.216796875
179,9.1796875,43.359375,264.857421875,264.857421875
180,277.04296875,265.3828125,401.580078125,401.580078125
181,290.8203125,333.66015625,138.708984375,138.708984375
182,261.86328125,178.80859375,220.66015625,220.66015625
183,219.1796875,176.6484375,280.17578125,280.17578125
184,163.150390625,38.40625,64.892578125,64.892578125
185,139.1796875,18.40625,62.1796875,62.1796875
186,203.150390625,108.40625,114.892578125,114.892578125
187,47.25390625,286.6484375,39.943359375,39.943359375
188,70.8203125,126.6484375,159.82421875,159.82421875
189,230.8203125,116.6484375,119.82421875,119.82421875
190,496.365234375,103.3515625,287.306640625,287.306640625
191,0.716796875,132.33203125,274.892578125,274.892578125
192,389.767578125,106.6484375,172.693359375,172.693359375
193,295.9375,63.3515625,100.59765625,100.59765625
194,335.9375,176.6484375,153.056640625,153.056640625
195,194.677734375,390.03125,24.16796875,24.16796875
196,85.322265625,59.96875,205.25390625,205.25390625
197,227.0078125,11.7890625,96.9453125,96.9453125
198,175.322265625,123.3515625,286.9453125,286.9453125
199,275.322265625,123.3515625,338.60546875,338.60546875
200,142.09765625,192.5078125,265.564453125,265.564453125
201,129.767578125,169.96875,199.369140625,199.369140625
202,89.310546875,154.28515625,102.3125,102.3125
203,44.556640625,190.681640625,147.6875,147.6875
204,204.755859375,122.255859375,37.1796875,37.1796875
205,133.140625,159.142578125,62.3125,62.3125
206,144.400390625,60.681640625,112.98828125,112.98828125
207,102.9375,279.96875,4.087890625,4.087890625
208,35.443359375,185.759765625,226.14453125,226.14453125
209,189.873046875,97.55859375,67.990234375,67.990234375
210,23.822265625,47.55859375,22.654296875,22.654296875
211,263.822265625,65.638671875,88.888671875,88.888671875
212,50.607421875,84.361328125,136.005859375,136.005859375
213,79.873046875,71.26953125,229.8359375,229.8359375
214,497.6484375,21.26953125,580.921875,580.921875
215,233.822265625,5.638671875,5.962890625,5.962890625
216,209.392578125,734.240234375,742.212890625,742.212890625
217,189.19921875,69.72265625,43.375,43.375
218,130.8828125,50.27734375,66.625,66.625
219,60.8828125,19.72265625,26.625,26.625
220,213.185546875,160.27734375,10.73046875,10.73046875
221,43.185546875,220.27734375,35.935546875,35.935546875
222,263.185546875,210.27734375,215.935546875,215.935546875
223,335.322265625,130.03125,241.306640625,241.306640625
224,7.052734375,85.759765625,146.021484375,146.021484375
225,182.4296875,214.361328125,211.205078125,211.205078125
226,320.884765625,87.74609375,36.703125,36.703125
227,43.421875,30.857421875,249.25,249.25
228,440.03515625,170.94140625,558.943359375,558.943359375
229,46.634765625,47.69140625,51.38671875,51.38671875
230,23.3984375,287.69140625,405.150390625,405.150390625
231,366.60546875,4.142578125,124.6171875,124.6171875
232,398.349609375,360.681640625,181.54296875,181.54296875
233,49.88671875,108.40625,202.31640625,202.31640625
234,74.0625,143.3515625,135.044921875,135.044921875
235,185.322265625,109.96875,289.92578125,289.92578125
236,324.484375,238.630859375,67.998046875,67.998046875
237,6.814453125,358.322265625,164.064453125,164.064453125
238,76.814453125,122.0,34.248046875,34.248046875
239,176.62109375,581.310546875,463.15625,463.15625
240,86.6953125,25.818359375,201.548828125,201.548828125
241,225.26953125,125.818359375,5.099609375,5.099609375
242,45.537109375,24.828125,238.732421875,238.732421875
243,81.759765625,289.46875,226.400390625,226.400390625
244,133.185546875,75.42578125,24.88671875,24.88671875
245,341.759765625,25.42578125,136.470703125,136.470703125
246,54.0,122.0,47.34375,47.34375
247,174.0,67.927734375,82.65625,82.65625
248,159.390625,95.3828125,201.546875,201.546875
249,249.390625,27.927734375,295.291015625,295.291015625
250,285.61328125,146.640625,75.142578125,75.142578125
251,270.8203125,98.2109375,94.857421875,94.857421875
252,269.39453125,83.359375,105.142578125,105.142578125
253,39.1796875,203.359375,191.73046875,191.73046875
254,322.95703125,142.779296875,418.419921875,418.419921875
255,90.8203125,16.640625,371.73046875,371.73046875
256,1457.04296875,180.53125,458.453125,458.453125
257,384.8125,233.66015625,252.712890625,252.712890625
258,97.25390625,321.5,2.951171875,2.951171875
259,316.876953125,73.3515625,42.5703125,42.5703125
260,426.953125,246.6484375,355.2421875,355.2421875
261,280.609375,233.66015625,195.58203125,195.58203125
262,349.556640625,303.66015625,132.4375,132.4375
263,380.8203125,126.587890625,173.58203125,173.58203125
264,7.04296875,345.3828125,117.8359375,117.8359375
265,182.95703125,115.3828125,22.1640625,22.1640625
266,65.771484375,312.072265625,267.8359375,267.8359375
267,57.04296875,416.33984375,157.546875,157.546875
268,5.771484375,34.6171875,252.1640625,252.1640625
269,191.994140625,158.2109375,72.8046875,72.8046875
270,63.037109375,138.689453125,40.47265625,40.47265625
271,53.185546875,195.3828125,129.52734375,129.52734375
272,267.04296875,460.53125,537.8359375,537.8359375
273,460.8203125,111.5,252.951171875,252.951171875
274,330.8203125,106.6484375,292.951171875,292.951171875
275,270.8203125,23.66015625,124.41796875,124.41796875
276,147.04296875,215.3828125,167.8359375,167.8359375
277,0.609375,385.3828125,277.8359375,277.8359375
278,70.609375,126.33984375,291.291015625,291.291015625
279,112.95703125,54.6171875,212.1640625,212.1640625
280,140.8203125,28.2109375,414.857421875,414.857421875
281,82.95703125,225.3828125,28.419921875,28.419921875
282,55.771484375,195.3828125,157.8359375,157.8359375
283,225.771484375,249.46875,452.1640625,452.1640625
284,259.1796875,51.7890625,185.142578125,185.142578125
285,280.60546875,81.7890625,188.26953125,188.26953125
286,19.39453125,18.2109375,91.73046875,91.73046875
287,559.39453125,143.359375,184.857421875,184.857421875
288,287.04296875,82.779296875,531.580078125,531.580078125
289,60.8203125,198.5,0.79296875,0.79296875
290,29.1796875,431.5,318.91015625,318.91015625
291,157.04296875,376.33984375,554.41796875,554.41796875
292,25.61328125,21.7890625,238.26953125,238.26953125
293,33.92578125,450.798828125,361.90234375,361.90234375
294,102.5,169.322265625,282.27734375,282.27734375
295,68.93359375,305.650390625,310.861328125,310.861328125
296,37.5703125,122.400390625,3.3828125,3.3828125
297,148.73828125,162.400390625,6.6171875,6.6171875
298,78.447265625,222.400390625,203.458984375,203.458984375
299,277.5703125,667.599609375,779.23828125,779.23828125
300,86.8671875,22.201171875,161.64453125,161.64453125
301,235.04296875,137.2734375,104.34765625,104.34765625
302,125.419921875,107.44921875,93.599609375,93.599609375
303,159.11328125,55.892578125,158.765625,158.765625
304,207.244140625,94.6015625,69.5078125,69.5078125
305,90.87109375,165.3984375,104.78515625,104.78515625
306,192.740234375,1.96484375,55.21484375,55.21484375
307,259.6875,15.109375,55.21484375,55.21484375
308,210.87109375,135.3984375,49.33984375,49.33984375
309,140.87109375,45.3984375,64.78515625,64.78515625
310,128.494140625,123.232421875,10.267578125,10.267578125
311,145.19921875,10.87109375,49.0625,49.0625
312,72.740234375,43.658203125,30.736328125,30.736328125
313,287.07421875,148.0546875,24.900390625,24.900390625
314,228.494140625,231.9453125,316.4765625,316.4765625
315,40.0546875,303.89453125,333.087890625,333.087890625
316,242.015625,529.005859375,336.478515625,336.478515625
317,27.8828125,37.94140625,61.384765625,61.384765625
318,218.521484375,302.9765625,156.57421875,156.57421875
319,162.1171875,117.94140625,211.185546875,211.185546875
320,27.880859375,323.119140625,15.994140625,15.994140625
321,104.28515625,67.5859375,47.939453125,47.939453125
322,227.880859375,107.94140625,237.880859375,237.880859375
323,27.880859375,781.59765625,660.671875,660.671875
324,72.763671875,1.357421875,93.880859375,93.880859375
325,92.759765625,261.912109375,74.607421875,74.607421875
