<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2000.01.24	00:00:00	1.00280	1.00690	1.00170	1.00500	2747	0	50
2000.01.24	12:00:00	1.00500	1.00770	0.99970	1.00710	3648	0	50
2000.01.25	00:00:00	1.00700	1.00960	1.00320	1.00340	2555	0	50
2000.01.25	12:00:00	1.00350	1.00720	0.99920	1.00120	3404	0	50
2000.01.26	00:00:00	1.00120	1.00550	1.00010	1.00310	3413	0	50
2000.01.26	12:00:00	1.00290	1.00340	0.99950	1.00030	3733	0	50
2000.01.27	00:00:00	1.00070	1.00300	0.99890	1.00050	3564	0	50
2000.01.27	12:00:00	1.00060	1.00160	0.98680	0.98820	3717	0	50
2000.01.28	00:00:00	0.98830	0.98950	0.98310	0.98570	2890	0	50
2000.01.28	12:00:00	0.98530	0.98700	0.97360	0.97490	3996	0	50
2000.01.31	00:00:00	0.97730	0.98220	0.97720	0.98170	2767	0	50
2000.01.31	12:00:00	0.98160	0.98290	0.96670	0.97110	3554	0	50
2000.02.01	00:00:00	0.97110	0.97180	0.96670	0.96890	2719	0	50
2000.02.01	12:00:00	0.96880	0.97820	0.96830	0.97130	4069	0	50
2000.02.02	00:00:00	0.97130	0.97500	0.96940	0.97150	2924	0	50
2000.02.02	12:00:00	0.97160	0.98080	0.96950	0.97650	3820	0	50
2000.02.03	00:00:00	0.97670	0.97760	0.97190	0.97330	3075	0	50
2000.02.03	12:00:00	0.97350	0.99470	0.97100	0.98980	4604	0	50
2000.02.04	00:00:00	0.99000	0.99400	0.98630	0.98740	3465	0	50
2000.02.04	12:00:00	0.98730	0.98750	0.97470	0.98400	3915	0	50
2000.02.07	00:00:00	0.98320	0.98320	0.97920	0.98070	2374	0	50
2000.02.07	12:00:00	0.98090	0.98160	0.97540	0.98090	3347	0	50
2000.02.08	00:00:00	0.98100	0.98830	0.97860	0.98660	3031	0	50
2000.02.08	12:00:00	0.98650	0.99140	0.98470	0.98590	3768	0	50
2000.02.09	00:00:00	0.98600	0.99410	0.98560	0.99030	3119	0	50
2000.02.09	12:00:00	0.99030	0.99710	0.98830	0.99340	4350	0	50
2000.02.10	00:00:00	0.99340	0.99620	0.98900	0.99030	3092	0	50
2000.02.10	12:00:00	0.99040	0.99100	0.98310	0.98520	3987	0	50
2000.02.11	00:00:00	0.98530	0.98750	0.98320	0.98450	2934	0	50
2000.02.11	12:00:00	0.98460	0.98860	0.97860	0.98840	3362	0	50
2000.02.14	00:00:00	0.98770	0.99160	0.98530	0.98990	2896	0	50
2000.02.14	12:00:00	0.99020	0.99080	0.97760	0.97850	3349	0	50
2000.02.15	00:00:00	0.97810	0.98150	0.97770	0.98060	2615	0	50
2000.02.15	12:00:00	0.98050	0.98620	0.97630	0.98130	3907	0	50
2000.02.16	00:00:00	0.98150	0.98260	0.97900	0.98070	2491	0	50
2000.02.16	12:00:00	0.98070	0.98780	0.97910	0.98630	3200	0	50
2000.02.17	00:00:00	0.98620	0.99580	0.98490	0.99380	2705	0	50
2000.02.17	12:00:00	0.99370	0.99440	0.98370	0.98800	3611	0	50
2000.02.18	00:00:00	0.98810	0.99020	0.98470	0.98610	2961	0	50
2000.02.18	12:00:00	0.98630	0.98740	0.98090	0.98450	3029	0	50
2000.02.21	00:00:00	0.98540	0.98890	0.98470	0.98680	2469	0	50
2000.02.21	12:00:00	0.98670	0.98780	0.98430	0.98780	2916	0	50
2000.02.22	00:00:00	0.98780	1.00210	0.98740	0.99770	2916	0	50
2000.02.22	12:00:00	0.99790	1.00810	0.99780	1.00390	3465	0	50
2000.02.23	00:00:00	1.00380	1.00890	1.00290	1.00510	2432	0	50
2000.02.23	12:00:00	1.00510	1.00700	1.00110	1.00360	3373	0	50
2000.02.24	00:00:00	1.00350	1.00420	0.99590	0.99670	2997	0	50
2000.02.24	12:00:00	0.99650	0.99650	0.98880	0.99110	3435	0	50
2000.02.25	00:00:00	0.99140	0.99300	0.98650	0.98840	2891	0	50
2000.02.25	12:00:00	0.98830	0.98860	0.97220	0.97460	3676	0	50
2000.02.28	00:00:00	0.97280	0.97320	0.94010	0.96770	3613	0	50
2000.02.28	12:00:00	0.96770	0.97330	0.96180	0.97080	4044	0	50
2000.02.29	00:00:00	0.97070	0.98720	0.96430	0.97430	3787	0	50
2000.02.29	12:00:00	0.97460	0.97650	0.96220	0.96350	3831	0	50
2000.03.01	00:00:00	0.96350	0.97180	0.96260	0.96940	3491	0	50
2000.03.01	12:00:00	0.96970	0.97670	0.96470	0.97270	3656	0	50
2000.03.02	00:00:00	0.97280	0.97930	0.96880	0.97040	3809	0	50
2000.03.02	12:00:00	0.97060	0.97870	0.96150	0.96330	4029	0	50
2000.03.03	00:00:00	0.96300	0.96780	0.96070	0.96620	3568	0	50
2000.03.03	12:00:00	0.96680	0.96760	0.95770	0.96070	3569	0	50
2000.03.06	00:00:00	0.95670	0.96720	0.95590	0.96600	3056	0	50
2000.03.06	12:00:00	0.96590	0.96650	0.95730	0.95790	3487	0	50
2000.03.07	00:00:00	0.95790	0.96240	0.95730	0.96110	3200	0	50
2000.03.07	12:00:00	0.96120	0.96230	0.95250	0.95850	4053	0	50
2000.03.08	00:00:00	0.95830	0.96170	0.95450	0.95520	3570	0	50
2000.03.08	12:00:00	0.95520	0.96310	0.95210	0.96150	3678	0	50
2000.03.09	00:00:00	0.96140	0.96530	0.95950	0.96330	3492	0	50
2000.03.09	12:00:00	0.96310	0.96980	0.96100	0.96730	3729	0	50
2000.03.10	00:00:00	0.96730	0.96900	0.96490	0.96680	3385	0	50
2000.03.10	12:00:00	0.96630	0.96690	0.95990	0.96390	3437	0	50
2000.03.13	00:00:00	0.96270	0.97300	0.96160	0.96910	3119	0	50
2000.03.13	12:00:00	0.96900	0.97240	0.96170	0.96450	3699	0	50
2000.03.14	00:00:00	0.96460	0.96550	0.96100	0.96280	2974	0	50
2000.03.14	12:00:00	0.96290	0.96920	0.95900	0.96850	3789	0	50
2000.03.15	00:00:00	0.96840	0.97010	0.96400	0.96530	3124	0	50
2000.03.15	12:00:00	0.96540	0.97140	0.96400	0.96530	3630	0	50
2000.03.16	00:00:00	0.96510	0.97080	0.96460	0.96880	2932	0	50
2000.03.16	12:00:00	0.96890	0.97400	0.96490	0.97040	3737	0	50
2000.03.17	00:00:00	0.97020	0.97180	0.96620	0.96760	2950	0	50
2000.03.17	12:00:00	0.96710	0.97320	0.96570	0.97290	3404	0	50
2000.03.20	00:00:00	0.97250	0.97460	0.97000	0.97160	2944	0	50
2000.03.20	12:00:00	0.97180	0.97410	0.96840	0.97270	3159	0	50
2000.03.21	00:00:00	0.97290	0.97400	0.97100	0.97160	3013	0	50
2000.03.21	12:00:00	0.97170	0.97250	0.96030	0.96090	3746	0	50
2000.03.22	00:00:00	0.96070	0.96280	0.95730	0.96130	3299	0	50
2000.03.22	12:00:00	0.96090	0.96320	0.95780	0.96050	3455	0	50
2000.03.23	00:00:00	0.96020	0.96370	0.96010	0.96260	2744	0	50
2000.03.23	12:00:00	0.96260	0.97300	0.96160	0.97150	3550	0	50
2000.03.24	00:00:00	0.97140	0.97620	0.96900	0.97030	3482	0	50
2000.03.24	12:00:00	0.97010	0.97850	0.96720	0.97850	3639	0	50
2000.03.27	00:00:00	0.97740	0.97900	0.97340	0.97370	3221	0	50
2000.03.27	12:00:00	0.97370	0.97470	0.96320	0.96730	3593	0	50
2000.03.28	00:00:00	0.96730	0.96920	0.96420	0.96650	3413	0	50
2000.03.28	12:00:00	0.96660	0.97020	0.96000	0.96040	3924	0	50
2000.03.29	00:00:00	0.96050	0.96100	0.95390	0.95690	3591	0	50
2000.03.29	12:00:00	0.95690	0.95910	0.94780	0.95140	3743	0	50
2000.03.30	00:00:00	0.95140	0.95780	0.95120	0.95730	2909	0	50
2000.03.30	12:00:00	0.95750	0.96240	0.95100	0.96120	3920	0	50
2000.03.31	00:00:00	0.96130	0.96320	0.95540	0.95650	3039	0	50
2000.03.31	12:00:00	0.95620	0.95890	0.95280	0.95520	3790	0	50
2000.04.03	00:00:00	0.95620	0.95750	0.95020	0.95410	3297	0	50
2000.04.03	12:00:00	0.95400	0.96060	0.95250	0.95380	2963	0	50
2000.04.04	00:00:00	0.95390	0.95750	0.95190	0.95330	2568	0	50
2000.04.04	12:00:00	0.95340	0.97490	0.95150	0.96180	3989	0	50
2000.04.05	00:00:00	0.96170	0.96630	0.95940	0.96520	3392	0	50
2000.04.05	12:00:00	0.96540	0.97120	0.96030	0.96070	3969	0	50
2000.04.06	00:00:00	0.96070	0.96420	0.96020	0.96200	2816	0	50
2000.04.06	12:00:00	0.96230	0.96380	0.95650	0.95820	3653	0	50
2000.04.07	00:00:00	0.95810	0.96010	0.95520	0.95970	2862	0	50
2000.04.07	12:00:00	0.95970	0.96090	0.95370	0.95450	3736	0	50
2000.04.10	00:00:00	0.95480	0.95800	0.95340	0.95730	2858	0	50
2000.04.10	12:00:00	0.95720	0.96300	0.95600	0.96240	3393	0	50
2000.04.11	00:00:00	0.96250	0.96430	0.96150	0.96230	3192	0	50
2000.04.11	12:00:00	0.96210	0.96490	0.95620	0.95870	4025	0	50
2000.04.12	00:00:00	0.95880	0.96070	0.95660	0.95750	3236	0	50
2000.04.12	12:00:00	0.95730	0.95930	0.95210	0.95900	4375	0	50
2000.04.13	00:00:00	0.95890	0.96020	0.95600	0.95860	3407	0	50
2000.04.13	12:00:00	0.95770	0.95850	0.95130	0.95300	3896	0	50
2000.04.14	00:00:00	0.95280	0.95680	0.95100	0.95550	3279	0	50
2000.04.14	12:00:00	0.95550	0.96320	0.95250	0.96280	3761	0	50
2000.04.17	00:00:00	0.96480	0.96790	0.95830	0.96130	3009	0	50
2000.04.17	12:00:00	0.96110	0.96190	0.95160	0.95220	4086	0	50
2000.04.18	00:00:00	0.95200	0.95270	0.94520	0.95120	3877	0	50
2000.04.18	12:00:00	0.95130	0.95210	0.94400	0.94500	4025	0	50
2000.04.19	00:00:00	0.94490	0.94910	0.94440	0.94710	2919	0	50
2000.04.19	12:00:00	0.94700	0.94840	0.93550	0.94040	3452	0	50
2000.04.20	00:00:00	0.94000	0.94250	0.93750	0.93960	2977	0	50
2000.04.20	12:00:00	0.93960	0.94050	0.93530	0.93800	3377	0	50
2000.04.21	00:00:00	0.93790	0.94000	0.93690	0.93780	1653	0	50
2000.04.21	12:00:00	0.93720	0.93880	0.93620	0.93830	1793	0	50
2000.04.24	00:00:00	0.93820	0.94070	0.93670	0.94010	1512	0	50
2000.04.24	12:00:00	0.94020	0.94510	0.93740	0.93870	2115	0	50
2000.04.25	00:00:00	0.93890	0.93970	0.93470	0.93530	2542	0	50
2000.04.25	12:00:00	0.93570	0.93580	0.91630	0.92080	3983	0	50
2000.04.26	00:00:00	0.92100	0.92450	0.91750	0.92070	3261	0	50
2000.04.26	12:00:00	0.92060	0.92490	0.91830	0.92340	3615	0	50
2000.04.27	00:00:00	0.92360	0.92440	0.91820	0.92140	3053	0	50
2000.04.27	12:00:00	0.92150	0.92490	0.90590	0.91060	4214	0	50
2000.04.28	00:00:00	0.91060	0.91320	0.90630	0.90670	3034	0	50
2000.04.28	12:00:00	0.90680	0.91370	0.90300	0.91170	3825	0	50
2000.05.01	00:00:00	0.91200	0.91340	0.90860	0.91250	1589	0	50
2000.05.01	12:00:00	0.91270	0.91740	0.90710	0.91570	2674	0	50
2000.05.02	00:00:00	0.91580	0.91750	0.90980	0.91250	2891	0	50
2000.05.02	12:00:00	0.91250	0.91330	0.90370	0.90990	3450	0	50
2000.05.03	00:00:00	0.90970	0.91070	0.89730	0.89980	3059	0	50
2000.05.03	12:00:00	0.89950	0.89980	0.88870	0.89530	4052	0	50
2000.05.04	00:00:00	0.89540	0.89550	0.88470	0.88920	3184	0	50
2000.05.04	12:00:00	0.88890	0.89730	0.88880	0.89110	3980	0	50
2000.05.05	00:00:00	0.89080	0.89720	0.89030	0.89630	2808	0	50
2000.05.05	12:00:00	0.89610	0.90110	0.89060	0.89690	3875	0	50
2000.05.08	00:00:00	0.89650	0.90450	0.89620	0.90010	3124	0	50
2000.05.08	12:00:00	0.89980	0.90030	0.89140	0.89680	4048	0	50
2000.05.09	00:00:00	0.89690	0.90040	0.89480	0.89850	2871	0	50
2000.05.09	12:00:00	0.89870	0.90930	0.89450	0.90850	3452	0	50
2000.05.10	00:00:00	0.90830	0.91200	0.90480	0.91150	3222	0	50
2000.05.10	12:00:00	0.91070	0.91320	0.90340	0.90360	3787	0	50
2000.05.11	00:00:00	0.90350	0.90970	0.90130	0.90870	2994	0	50
2000.05.11	12:00:00	0.90880	0.91100	0.89880	0.90150	4003	0	50
2000.05.12	00:00:00	0.90180	0.90400	0.89790	0.90350	2981	0	50
2000.05.12	12:00:00	0.90340	0.92010	0.90240	0.91850	3773	0	50
2000.05.15	00:00:00	0.91790	0.91900	0.91390	0.91480	2403	0	50
2000.05.15	12:00:00	0.91450	0.91730	0.90660	0.90780	2976	0	50
2000.05.16	00:00:00	0.90670	0.91080	0.90630	0.90800	3215	0	50
2000.05.16	12:00:00	0.90840	0.90840	0.89960	0.90040	3059	0	50
2000.05.17	00:00:00	0.90040	0.90300	0.89430	0.89600	3203	0	50
2000.05.17	12:00:00	0.89600	0.89720	0.88910	0.89470	3108	0	50
2000.05.18	00:00:00	0.89490	0.89630	0.89050	0.89370	3096	0	50
2000.05.18	12:00:00	0.89370	0.89710	0.89160	0.89430	3390	0	50
2000.05.19	00:00:00	0.89460	0.89630	0.89220	0.89300	3027	0	50
2000.05.19	12:00:00	0.89280	0.89980	0.88440	0.89700	3667	0	50
2000.05.22	00:00:00	0.89740	0.90190	0.89520	0.89910	2874	0	50
2000.05.22	12:00:00	0.89900	0.90730	0.89820	0.90250	3473	0	50
2000.05.23	00:00:00	0.90250	0.91560	0.90240	0.91290	3472	0	50
2000.05.23	12:00:00	0.91290	0.91310	0.90180	0.90700	3812	0	50
2000.05.24	00:00:00	0.90690	0.91150	0.90320	0.91130	3042	0	50
2000.05.24	12:00:00	0.91160	0.91300	0.90250	0.90290	3656	0	50
2000.05.25	00:00:00	0.90270	0.90550	0.89960	0.90270	2741	0	50
2000.05.25	12:00:00	0.90290	0.91340	0.89780	0.91250	3757	0	50
2000.05.26	00:00:00	0.91270	0.91870	0.91120	0.91460	3146	0	50
2000.05.26	12:00:00	0.91450	0.93360	0.91200	0.93150	3417	0	50
2000.05.29	00:00:00	0.93280	0.93350	0.92620	0.92660	2787	0	50
2000.05.29	12:00:00	0.92670	0.92860	0.92380	0.92690	2736	0	50
2000.05.30	00:00:00	0.92690	0.94120	0.92420	0.93770	2987	0	50
2000.05.30	12:00:00	0.93760	0.93860	0.92910	0.92930	3911	0	50
2000.05.31	00:00:00	0.92920	0.93400	0.92780	0.93090	2969	0	50
2000.05.31	12:00:00	0.93100	0.93820	0.92660	0.93700	3545	0	50
2000.06.01	00:00:00	0.93700	0.93790	0.93190	0.93330	2689	0	50
2000.06.01	12:00:00	0.93320	0.93400	0.92840	0.93160	2655	0	50
2000.06.02	00:00:00	0.93180	0.93750	0.92970	0.93680	2495	0	50
2000.06.02	12:00:00	0.93680	0.94980	0.93390	0.94580	3914	0	50
2000.06.05	00:00:00	0.94570	0.94620	0.94250	0.94380	2732	0	50
2000.06.05	12:00:00	0.94360	0.94930	0.94110	0.94700	3366	0	50
2000.06.06	00:00:00	0.94690	0.95130	0.94530	0.94630	2467	0	50
2000.06.06	12:00:00	0.94630	0.95990	0.94490	0.95430	3710	0	50
2000.06.07	00:00:00	0.95410	0.96030	0.95300	0.95670	2946	0	50
2000.06.07	12:00:00	0.95660	0.96270	0.95350	0.96080	3722	0	50
2000.06.08	00:00:00	0.96090	0.96150	0.95660	0.95880	2960	0	50
2000.06.08	12:00:00	0.95890	0.97000	0.95080	0.95460	4142	0	50
2000.06.09	00:00:00	0.95450	0.95700	0.95310	0.95570	2866	0	50
2000.06.09	12:00:00	0.95560	0.95600	0.94570	0.95330	3775	0	50
2000.06.12	00:00:00	0.95370	0.95510	0.94900	0.95440	2434	0	50
2000.06.12	12:00:00	0.95430	0.95640	0.95140	0.95370	3081	0	50
2000.06.13	00:00:00	0.95380	0.95990	0.95200	0.95810	2417	0	50
2000.06.13	12:00:00	0.95830	0.96270	0.95710	0.95830	3425	0	50
2000.06.14	00:00:00	0.95830	0.96540	0.95810	0.96330	2715	0	50
2000.06.14	12:00:00	0.96340	0.96500	0.95690	0.95720	3474	0	50
2000.06.15	00:00:00	0.95720	0.96040	0.95000	0.95110	2756	0	50
2000.06.15	12:00:00	0.95120	0.95520	0.95080	0.95400	3523	0	50
2000.06.16	00:00:00	0.95420	0.95780	0.94960	0.95690	2776	0	50
2000.06.16	12:00:00	0.95700	0.96600	0.95560	0.96430	3380	0	50
2000.06.19	00:00:00	0.96370	0.96930	0.96280	0.96410	2844	0	50
2000.06.19	12:00:00	0.96410	0.96490	0.95620	0.95670	3400	0	50
2000.06.20	00:00:00	0.95660	0.96160	0.95570	0.95720	2846	0	50
2000.06.20	12:00:00	0.95720	0.95900	0.95290	0.95400	3493	0	50
2000.06.21	00:00:00	0.95420	0.95470	0.95020	0.95160	2865	0	50
2000.06.21	12:00:00	0.95170	0.95180	0.94300	0.94500	3402	0	50
2000.06.22	00:00:00	0.94490	0.94750	0.93910	0.94090	2845	0	50
2000.06.22	12:00:00	0.94090	0.94440	0.93480	0.93590	3578	0	50
2000.06.23	00:00:00	0.93580	0.94010	0.93480	0.93900	2677	0	50
2000.06.23	12:00:00	0.93860	0.94310	0.93380	0.93620	3345	0	50
2000.06.26	00:00:00	0.93620	0.93770	0.92960	0.93320	2959	0	50
2000.06.26	12:00:00	0.93330	0.93970	0.93070	0.93690	3172	0	50
2000.06.27	00:00:00	0.93690	0.94160	0.93520	0.94070	2707	0	50
2000.06.27	12:00:00	0.94080	0.94710	0.93750	0.94600	3371	0	50
2000.06.28	00:00:00	0.94600	0.94680	0.94080	0.94210	2620	0	50
2000.06.28	12:00:00	0.94210	0.94640	0.93980	0.94190	3417	0	50
2000.06.29	00:00:00	0.94170	0.95000	0.94130	0.94930	2777	0	50
2000.06.29	12:00:00	0.94930	0.95370	0.94870	0.95120	3355	0	50
2000.06.30	00:00:00	0.95090	0.96020	0.95040	0.95710	3176	0	50
2000.06.30	12:00:00	0.95730	0.96030	0.95100	0.95230	3405	0	50
2000.07.03	00:00:00	0.95240	0.95470	0.94990	0.95110	2809	0	50
2000.07.03	12:00:00	0.95110	0.95320	0.94810	0.95040	3020	0	50
2000.07.04	00:00:00	0.95050	0.95110	0.94630	0.94840	2683	0	50
2000.07.04	12:00:00	0.94820	0.95250	0.94730	0.95080	2998	0	50
2000.07.05	00:00:00	0.95090	0.95610	0.95080	0.95570	2739	0	50
2000.07.05	12:00:00	0.95570	0.95730	0.95130	0.95290	3465	0	50
2000.07.06	00:00:00	0.95280	0.95990	0.95200	0.95770	2957	0	50
2000.07.06	12:00:00	0.95780	0.95830	0.94980	0.95070	3277	0	50
2000.07.07	00:00:00	0.95060	0.95180	0.94750	0.95040	2883	0	50
2000.07.07	12:00:00	0.95050	0.95280	0.94580	0.94790	3701	0	50
2000.07.10	00:00:00	0.94850	0.95380	0.94770	0.95140	2608	0	50
2000.07.10	12:00:00	0.95120	0.95560	0.95070	0.95490	3296	0	50
2000.07.11	00:00:00	0.95490	0.95660	0.95320	0.95480	2576	0	50
2000.07.11	12:00:00	0.95480	0.95540	0.94900	0.95200	3250	0	50
2000.07.12	00:00:00	0.95200	0.95300	0.94750	0.95050	2723	0	50
2000.07.12	12:00:00	0.95050	0.95110	0.93910	0.94150	3304	0	50
2000.07.13	00:00:00	0.94160	0.94310	0.93590	0.93770	2920	0	50
2000.07.13	12:00:00	0.93750	0.93790	0.93270	0.93680	3782	0	50
2000.07.14	00:00:00	0.93710	0.93750	0.93380	0.93620	2880	0	50
2000.07.14	12:00:00	0.93670	0.93980	0.93170	0.93830	3547	0	50
2000.07.17	00:00:00	0.93840	0.94010	0.93610	0.93920	2612	0	50
2000.07.17	12:00:00	0.93900	0.93940	0.93380	0.93650	3448	0	50
2000.07.18	00:00:00	0.93640	0.93670	0.93450	0.93510	2502	0	50
2000.07.18	12:00:00	0.93510	0.93620	0.92280	0.92520	3592	0	50
2000.07.19	00:00:00	0.92500	0.92630	0.92010	0.92270	2598	0	50
2000.07.19	12:00:00	0.92260	0.92570	0.91920	0.92460	3585	0	50
2000.07.20	00:00:00	0.92440	0.92670	0.92050	0.92120	2635	0	50
2000.07.20	12:00:00	0.92110	0.93450	0.92010	0.93350	3717	0	50
2000.07.21	00:00:00	0.93340	0.93660	0.93120	0.93540	2851	0	50
2000.07.21	12:00:00	0.93550	0.93820	0.93170	0.93620	3524	0	50
2000.07.24	00:00:00	0.93640	0.93780	0.93300	0.93490	2646	0	50
2000.07.24	12:00:00	0.93500	0.93570	0.93090	0.93370	3004	0	50
2000.07.25	00:00:00	0.93370	0.94160	0.93170	0.94050	2158	0	50
2000.07.25	12:00:00	0.94030	0.94310	0.93750	0.93810	3383	0	50
2000.07.26	00:00:00	0.93810	0.94500	0.93780	0.94060	2795	0	50
2000.07.26	12:00:00	0.94070	0.94390	0.93860	0.94350	3374	0	50
2000.07.27	00:00:00	0.94360	0.94440	0.93900	0.94020	2936	0	50
2000.07.27	12:00:00	0.94050	0.94070	0.93150	0.93180	3562	0	50
2000.07.28	00:00:00	0.93180	0.93360	0.92590	0.92690	2645	0	50
2000.07.28	12:00:00	0.92690	0.92850	0.92210	0.92250	3041	0	50
2000.07.31	00:00:00	0.92380	0.92550	0.92190	0.92430	2174	0	50
2000.07.31	12:00:00	0.92430	0.92940	0.92320	0.92660	3162	0	50
2000.08.01	00:00:00	0.92670	0.92850	0.92410	0.92620	2276	0	50
2000.08.01	12:00:00	0.92620	0.92930	0.91300	0.91440	3486	0	50
2000.08.02	00:00:00	0.91470	0.91920	0.91420	0.91760	2530	0	50
2000.08.02	12:00:00	0.91730	0.91760	0.91130	0.91340	3605	0	50
2000.08.03	00:00:00	0.91380	0.91760	0.90760	0.90790	2446	0	50
2000.08.03	12:00:00	0.90790	0.90870	0.89980	0.90680	3525	0	50
2000.08.04	00:00:00	0.90660	0.90690	0.90270	0.90430	2666	0	50
2000.08.04	12:00:00	0.90430	0.91010	0.90110	0.90810	3412	0	50
2000.08.07	00:00:00	0.90730	0.90980	0.90520	0.90740	2543	0	50
2000.08.07	12:00:00	0.90720	0.91120	0.90650	0.90770	3374	0	50
2000.08.08	00:00:00	0.90750	0.90900	0.90340	0.90460	2661	0	50
2000.08.08	12:00:00	0.90460	0.90560	0.89840	0.90260	3545	0	50
2000.08.09	00:00:00	0.90260	0.90340	0.89630	0.89730	2678	0	50
2000.08.09	12:00:00	0.89770	0.90170	0.89640	0.90090	3269	0	50
2000.08.10	00:00:00	0.90100	0.90530	0.90030	0.90330	2667	0	50
2000.08.10	12:00:00	0.90340	0.90980	0.90200	0.90780	3454	0	50
2000.08.11	00:00:00	0.90790	0.91150	0.90710	0.91070	1286	0	50
2000.08.11	12:00:00	0.91370	0.91400	0.90240	0.90360	2996	0	50
2000.08.14	00:00:00	0.90390	0.90490	0.90070	0.90460	2325	0	50
2000.08.14	12:00:00	0.90450	0.90710	0.90000	0.90580	3320	0	50
2000.08.15	00:00:00	0.90580	0.91190	0.90550	0.91100	2713	0	50
2000.08.15	12:00:00	0.91100	0.91410	0.90990	0.91270	3233	0	50
2000.08.16	00:00:00	0.91270	0.91780	0.90730	0.90910	2935	0	50
2000.08.16	12:00:00	0.90900	0.91630	0.90620	0.91590	3380	0	50
2000.08.17	00:00:00	0.91620	0.91670	0.91180	0.91330	2438	0	50
2000.08.17	12:00:00	0.91330	0.91750	0.91150	0.91650	3433	0	50
2000.08.18	00:00:00	0.91630	0.91840	0.91340	0.91530	2557	0	50
2000.08.18	12:00:00	0.91500	0.91540	0.90570	0.90680	3415	0	50
2000.08.21	00:00:00	0.90700	0.90790	0.90290	0.90390	2211	0	50
2000.08.21	12:00:00	0.90400	0.90480	0.90080	0.90220	3130	0	50
2000.08.22	00:00:00	0.90230	0.90380	0.89730	0.89890	2448	0	50
2000.08.22	12:00:00	0.89890	0.89940	0.89450	0.89720	3357	0	50
2000.08.23	00:00:00	0.89710	0.89750	0.89090	0.89420	3071	0	50
2000.08.23	12:00:00	0.89420	0.90270	0.89130	0.90240	3604	0	50
2000.08.24	00:00:00	0.90260	0.90360	0.89920	0.90080	2752	0	50
2000.08.24	12:00:00	0.90080	0.90520	0.89970	0.90210	3261	0	50
2000.08.25	00:00:00	0.90180	0.90460	0.89740	0.90240	2999	0	50
2000.08.25	12:00:00	0.90240	0.90730	0.90020	0.90220	3372	0	50
2000.08.28	00:00:00	0.90240	0.90450	0.90120	0.90190	2267	0	50
2000.08.28	12:00:00	0.90180	0.90230	0.89860	0.90000	2491	0	50
2000.08.29	00:00:00	0.90020	0.90230	0.89750	0.90090	2727	0	50
2000.08.29	12:00:00	0.90080	0.90130	0.89130	0.89250	3031	0	50
2000.08.30	00:00:00	0.89260	0.89400	0.88740	0.88850	2769	0	50
2000.08.30	12:00:00	0.88850	0.89570	0.88670	0.89510	3060	0	50
