,high error,low error,close error,0
0,82.36914062501455,227.47070312498545,292.39648437501455,292.39648437501455
1,418.931640625,577.470703125,82.435546875,82.435546875
2,46.87890625,3.261718749985448,424.24023437501455,424.24023437501455
3,78.36523437501455,118.943359375,326.82812499998545,326.82812499998545
4,308.623046875,698.943359375,596.828125,596.828125
5,244.357421875,246.73828125,143.935546875,143.935546875
6,354.357421875,163.26171875,156.447265625,156.447265625
7,82.36914062501455,243.26171875001455,93.916015625,93.916015625
8,57.630859375,514.5195312499854,509.6171875,509.6171875
9,79.86718749998545,62.771484375,244.130859375,244.130859375
10,120.13281250001455,28.634765624985448,93.1953125,93.1953125
11,62.677734375,174.40429687498545,376.57421875,376.57421875
12,379.96289062501455,145.96679687501455,454.36328125001455,454.36328125001455
13,215.9609375,135.595703125,45.15234375,45.15234375
14,132.677734375,44.404296875,93.2578125,93.2578125
15,42.677734375,74.404296875,236.57421875,236.57421875
16,397.322265625,164.40429687498545,326.7421875,326.7421875
17,6.513671875014552,332.38671875,0.494140625,0.494140625
18,393.48632812498545,336.56054687501455,380.939453125,380.939453125
19,56.58398437498545,140.794921875,18.011718750014552,18.011718750014552
20,20.66015625,59.205078125,167.16992187501455,167.16992187501455
21,183.447265625,110.23437500001455,155.380859375,155.380859375
22,86.58398437501455,86.4453125,19.734374999985448,19.734374999985448
23,92.328125,3.5546875,153.87109375001455,153.87109375001455
24,265.142578125,1.869140625,43.427734375,43.427734375
25,129.39843750001455,42.6875,33.57421875,33.57421875
26,269.3984375,419.2734375,258.92578125,258.92578125
27,314.73828125,81.43359375,181.45703125,181.45703125
28,313.787109375,249.310546875,342.494140625,342.494140625
29,183.8828125,75.623046875,135.515625,135.515625
30,17.5546875,555.017578125,330.46484375,330.46484375
31,507.2734375,40.62890625,10.673828125,10.673828125
32,417.380859375,20.720703125,24.69140625,24.69140625
33,281.740234375,130.41015625,44.69140625,44.69140625
34,141.4921875,140.41015625,193.66796875,193.66796875
35,175.9140625,148.2578125,63.755859375,63.755859375
36,873.615234375,72.349609375,545.087890625,545.087890625
37,98.796875,58.2890625,403.10546875,403.10546875
38,241.587890625,461.8203125,65.0,65.0
39,31.85546875,52.505859375,214.802734375,214.802734375
40,150.84765625,135.62890625,41.236328125,41.236328125
41,299.08984375,16.9765625,183.66796875,183.66796875
42,101.96875,17.0234375,36.82421875,36.82421875
43,192.01171875,34.404296875,234.919921875,234.919921875
44,251.466796875,227.798828125,11.82421875,11.82421875
45,30.482421875,17.99609375,276.4609375,276.4609375
46,142.169921875,292.435546875,337.86328125,337.86328125
47,166.7734375,130.705078125,88.419921875,88.419921875
48,144.630859375,183.63671875,132.5625,132.5625
49,49.33203125,71.3046875,328.98828125,328.98828125
50,140.599609375,509.0625,362.384765625,362.384765625
51,70.76953125,59.2578125,70.1875,70.1875
52,283.56640625,50.849609375,12.759765625,12.759765625
53,13.96875,106.990234375,56.267578125,56.267578125
54,301.6171875,58.072265625,145.228515625,145.228515625
55,392.58984375,15.244140625,43.546875,43.546875
56,98.576171875,201.11328125,387.30859375,387.30859375
57,183.255859375,30.3984375,52.25390625,52.25390625
58,231.03125,75.013671875,20.662109375,20.662109375
59,135.48828125,22.255859375,98.578125,98.578125
60,258.03125,57.0234375,116.287109375,116.287109375
61,954.41796875,137.564453125,466.29296875,466.29296875
62,451.5625,333.150390625,752.525390625,752.525390625
63,73.08007812498545,5.976562499985448,28.414062500014552,28.414062500014552
64,24.535156250014552,0.7089843750145519,121.5859375,121.5859375
65,137.259765625,349.1953125,424.884765625,424.884765625
66,412.6796875,440.62109375,295.29296875,295.29296875
67,247.654296875,1.134765625,210.111328125,210.111328125
68,249.14453125,469.97265625,339.091796875,339.091796875
69,453.48046875,840.958984375,28.072265625,28.072265625
70,33.232421875,61.87109375,21.6171875,21.6171875
71,199.728515625,159.8125,263.298828125,263.298828125
72,203.130859375,213.37109375,254.650390625,254.650390625
73,3.837890625,131.970703125,18.79296875,18.79296875
74,117.611328125,90.251953125,99.79296875,99.79296875
75,4.248046875,39.33203125,226.244140625,226.244140625
76,14.16015625,386.755859375,557.923828125,557.923828125
77,209.759765625,37.71875,36.357421875,36.357421875
78,173.326171875,49.986328125,44.119140625,44.119140625
79,241.15234375,140.89453125,466.57421875,466.57421875
80,217.888671875,106.5859375,217.697265625,217.697265625
81,70.19921875,245.41015625,224.091796875,224.091796875
82,6.884765625,324.8359375,35.908203125,35.908203125
83,66.884765625,15.576171875,365.908203125,365.908203125
84,210.833984375,159.875,264.091796875,264.091796875
85,291.763671875,107.396484375,326.541015625,326.541015625
86,3.2734375,142.6875,55.458984375,55.458984375
87,26.85546875,114.80078125,552.716796875,552.716796875
