open,high,low,volume,close
1.26831,1.26955,1.26624,561421.9922,1.26826
1.26718,1.26952,1.26692,161155.6016,1.26831
1.26816,1.26928,1.26677,161045.504,1.26835
1.26851,1.27005,1.26753,152552.5,1.26919
1.26914,1.26947,1.26698,149353.3008,1.26822
1.26814,1.27169,1.26671,478696.2891,1.26992
1.26989,1.27027,1.26823,565257.8125,1.26866
1.26886,1.27012,1.26786,161236.1016,1.26912
1.26929,1.2704,1.26832,167056,1.26859
1.26849,1.2696,1.26749,153556.6992,1.26859
1.26844,1.27341,1.2681,150286.4024,1.2712
1.27118,1.27519,1.27019,481547.293,1.27351
1.27358,1.274,1.27142,563232.7031,1.27227
1.27213,1.27287,1.27055,160282.0976,1.27183
1.27173,1.27273,1.2712,165382.5,1.27238
1.27248,1.27358,1.27025,153284.4024,1.27086
1.27087,1.27116,1.26617,151279.6016,1.26714
1.26726,1.26796,1.26318,489436.2032,1.26445
1.26452,1.26689,1.26384,563393.7892,1.26642
1.26529,1.266,1.26272,157188.5976,1.26424
1.26413,1.26645,1.26403,155512.5,1.2662
1.2663,1.26843,1.26519,144640.9024,1.26682
1.26668,1.26686,1.26485,150101.5976,1.26661
1.26701,1.26928,1.26591,477083.5938,1.26911
1.26908,1.2711,1.26771,559722.0001,1.27041
1.27021,1.2716,1.26965,162322.8008,1.27122
1.27122,1.27283,1.27053,160728.4024,1.27122
1.27122,1.2719,1.26603,155912.7032,1.26727
1.26673,1.27073,1.26488,153488.1016,1.27019
1.27003,1.27172,1.26626,480140.2111,1.26634
1.26636,1.26855,1.26586,560833.6094,1.26736
1.26769,1.26823,1.26598,162929.7032,1.26761
1.26711,1.26901,1.26703,162473.0976,1.26749
1.2675,1.26825,1.26636,152171.504,1.26772
1.26758,1.26859,1.26678,155788,1.26798
1.2681,1.27112,1.26782,475921.9063,1.26996
1.26999,1.27268,1.26767,570024.6095,1.26835
1.26857,1.27164,1.2678,164582.1992,1.27104
1.27114,1.2728,1.27063,161544.0976,1.27203
1.27193,1.27353,1.2697,153636.3984,1.27209
1.27182,1.27465,1.2717,149367.1992,1.27393
1.27402,1.27898,1.2712,478488.293,1.27774
1.27764,1.27978,1.27648,562661.0938,1.27798
1.2779,1.27956,1.27738,162449.1992,1.27842
1.27834,1.27955,1.27803,164880,1.27881
1.2787,1.28302,1.27821,149908.504,1.2824
1.28229,1.28281,1.28013,152995.8984,1.2822
1.2823,1.28239,1.27867,479210.6915,1.2801
1.28008,1.28037,1.27771,563303.6094,1.27845
1.27793,1.27957,1.27754,160421.1992,1.27807
1.27818,1.2819,1.27776,161797.5,1.28104
1.28079,1.28197,1.27816,153424.5,1.27816
1.27818,1.27825,1.27593,156860.1016,1.27689
1.27699,1.27711,1.27317,473167.0976,1.27539
1.27548,1.27637,1.27427,561651.6016,1.27466
1.2746,1.27627,1.27405,161664.9024,1.27546
1.27554,1.27595,1.2742,163778.0976,1.27458
1.27499,1.27595,1.27114,153502.3008,1.27114
1.2711,1.2723,1.26817,154048.2968,1.26923
1.2691,1.27001,1.26618,478453.5976,1.26907
1.26895,1.26988,1.26796,562118.3986,1.26899
1.26918,1.27003,1.2678,159167.6992,1.26936
1.26944,1.26995,1.26865,163099.0976,1.26954
1.26946,1.26973,1.26691,155604.3008,1.26953
1.26944,1.27172,1.2678,149288.5976,1.26904
1.26909,1.27129,1.26785,478015.7851,1.27051
1.27067,1.27102,1.2696,565076.5077,1.2701
1.27042,1.27284,1.26953,161898.4024,1.27253
1.27232,1.27279,1.27139,163556.8008,1.27239
1.27252,1.27325,1.2709,150330.5976,1.27212
1.27196,1.27213,1.2689,149711,1.2702
1.27007,1.2705,1.2679,476110.2149,1.27024
1.27016,1.27146,1.26953,565196.2033,1.27019
1.27034,1.27102,1.26909,163954.004,1.27073
1.27082,1.27131,1.26937,162589.5,1.27073
1.27077,1.27112,1.2657,149118.7032,1.26752
1.26748,1.2678,1.264,150657.996,1.26516
1.26527,1.27084,1.26447,481439.3946,1.26854
1.2684,1.26884,1.26683,564586.3984,1.26735
1.26735,1.26735,1.26704,0,1.26704
1.2679,1.26884,1.2671,160103.8008,1.26736
1.26743,1.26784,1.26622,163961.6992,1.26771
1.26753,1.26869,1.26619,152837.7968,1.26746
1.26747,1.27061,1.26719,154873.7032,1.26966
1.26967,1.27576,1.26928,477463.9922,1.27503
1.27495,1.27547,1.2733,563854.1016,1.27371
1.27384,1.27463,1.27307,159934.8008,1.27418
1.27401,1.2752,1.27379,164046.9024,1.27455
1.27473,1.27647,1.27347,153763.3008,1.27376
1.27367,1.27532,1.27205,150047.1992,1.27316
1.27332,1.27443,1.27197,481575.8946,1.27266
1.27277,1.27356,1.27172,560266.586,1.27319
1.2733,1.27382,1.27219,161650.6992,1.27302
1.27301,1.27315,1.27123,162990,1.27179
1.27181,1.27391,1.26857,156606.496,1.26864
1.26879,1.26976,1.26679,149283.6992,1.26867
1.26877,1.27007,1.26739,477834.6095,1.26874
1.26877,1.27175,1.26834,557928.8984,1.27155
1.27129,1.272,1.26999,160433,1.27038
1.27023,1.27074,1.26911,161058.2032,1.27
1.26997,1.2718,1.26956,154868.6992,1.2705
1.27035,1.27251,1.26863,160056.6952,1.26876
1.26868,1.27015,1.26726,478621.3047,1.26899
1.26885,1.2699,1.26798,567852.6094,1.26919
1.26919,1.26979,1.26833,156506.7032,1.2687
1.26869,1.26935,1.26738,162358.1992,1.26913
1.26911,1.26948,1.2671,152813.8984,1.26765
1.26763,1.27032,1.25971,152887.7968,1.26021
1.26001,1.26102,1.25736,478924.2109,1.26086
1.26098,1.26098,1.25884,568228.3907,1.25989
1.25962,1.25999,1.25831,162673.1992,1.25917
1.25919,1.26063,1.25862,166276.2032,1.25977
1.25973,1.26058,1.25873,155354.2032,1.25986
1.25993,1.26149,1.25954,151977.8008,1.26002
1.25958,1.26064,1.259,478995.6095,1.25969
1.2597,1.26074,1.25928,562274,1.25942
1.25923,1.26037,1.25838,159690.8008,1.25869
1.25849,1.25953,1.25823,161117.8008,1.25901
1.25911,1.26133,1.25599,154143.6056,1.25675
1.25671,1.25732,1.25251,155452.3984,1.25362
1.25373,1.25442,1.25198,475070.8984,1.25362
1.25382,1.25424,1.25302,567512.1016,1.25372
1.25342,1.25431,1.25259,151507.8008,1.2541
1.25385,1.25464,1.25344,159267.8984,1.25424
1.25419,1.25539,1.25276,152057.3008,1.25432
1.25423,1.25566,1.25364,150972.7968,1.25438
1.2545,1.2557,1.2536,470944.6095,1.25497
1.25496,1.25553,1.25016,567411.8907,1.25126
1.2516,1.25277,1.25083,160344.6952,1.2519
1.25186,1.25384,1.2515,163482.7968,1.25318
1.25322,1.2564,1.25256,154762.8984,1.25565
1.25559,1.25577,1.25188,151187.8984,1.25255
1.25251,1.25465,1.25193,483130.8946,1.25385
1.25374,1.25609,1.25356,555360.4923,1.25562
1.25535,1.25665,1.25476,160682.8984,1.25569
1.25545,1.25784,1.25521,163598.0976,1.25678
1.25702,1.25774,1.2552,155370.6016,1.2558
1.25566,1.25669,1.25121,148500.8984,1.25219
1.25206,1.25278,1.24841,485330.8008,1.2504
1.25035,1.252,1.24998,561808.5001,1.25141
1.25181,1.2525,1.24919,157912.7032,1.24956
1.2495,1.25088,1.24875,163387.8984,1.25027
1.2507,1.25294,1.24909,152032.496,1.25141
1.25126,1.25318,1.25054,152553.9024,1.25227
1.25229,1.25374,1.2511,483824.3008,1.25194
1.25202,1.25362,1.25092,559967.008,1.25329
1.25347,1.25455,1.25241,158328,1.25406
1.25407,1.25418,1.25281,163118.8984,1.25323
1.25333,1.25446,1.25219,148874.6056,1.2542
1.25384,1.25424,1.25118,149898.5,1.25264
1.25212,1.2567,1.25168,478613.4063,1.25584
1.2557,1.25586,1.25383,565355.9063,1.25444
1.25423,1.25555,1.25295,158879,1.25429
1.25438,1.25494,1.25345,163651.6992,1.25464
1.25464,1.25585,1.25356,152395.5,1.25398
1.25396,1.25484,1.25201,150463.1952,1.25251
1.25236,1.25249,1.25016,480987.3125,1.25185
1.25204,1.25389,1.25159,565398.6954,1.25328
1.2535,1.25463,1.25273,153273.1992,1.25354
1.25333,1.25453,1.25327,158781.5976,1.25384
1.25393,1.25662,1.25317,147765.1016,1.25654
1.25675,1.25765,1.25526,152039.3984,1.25638
1.25635,1.26142,1.25614,478776.9141,1.26102
1.2609,1.26424,1.26052,562052.4063,1.26218
1.26257,1.26384,1.26181,159854.5,1.26342
1.26357,1.26408,1.2629,165026.2032,1.26334
1.26355,1.26401,1.26163,153419.8048,1.26341
1.26339,1.26358,1.26004,151794.3008,1.26253
1.26269,1.26323,1.25991,476131.1055,1.26152
1.2616,1.26252,1.26067,562075.6953,1.26181
1.26185,1.26223,1.2605,158372.9064,1.26174
1.26159,1.26199,1.26074,164211.996,1.26146
1.26141,1.26183,1.25742,155973.2032,1.25753
1.25755,1.25791,1.25389,151254.8984,1.25437
1.25427,1.25536,1.25369,476559.4063,1.25459
1.25445,1.25545,1.25369,565039.2969,1.25491
1.25516,1.2554,1.25399,159929,1.25462
1.25442,1.25469,1.25357,164428.6016,1.25428
1.25441,1.25486,1.25236,150905.0976,1.25462
1.25455,1.25486,1.25325,149145.8984,1.25451
1.25438,1.25742,1.25322,484854.293,1.25705
1.25708,1.25767,1.25539,563813,1.2557
1.25542,1.25672,1.25477,157635.6016,1.25655
1.25637,1.25757,1.25605,164249.1992,1.25647
1.25661,1.25788,1.25548,154418,1.2568
1.25673,1.25904,1.25663,155040.1992,1.25842
1.25845,1.25988,1.25685,482927.3946,1.25867
1.25854,1.2622,1.25754,561499.6016,1.26025
1.2604,1.26212,1.25951,154725.8008,1.26165
1.26147,1.26436,1.2613,159555.6056,1.26319
1.26334,1.26702,1.26227,155388.5,1.26598
1.26575,1.26719,1.26452,151826.1992,1.26644
1.2663,1.26994,1.2653,474261.8125,1.26965
1.26977,1.27024,1.26838,561583.4922,1.26943
1.26925,1.27096,1.26834,157866.1992,1.27014
1.27013,1.2714,1.26975,164908.6992,1.27011
1.27003,1.27051,1.26715,154580.2032,1.26745
1.26748,1.27241,1.26628,150625.004,1.27148
1.2715,1.27495,1.27133,474238.793,1.27317
1.27308,1.27425,1.27257,567093.8985,1.27413
1.27313,1.27372,1.27163,167447.8008,1.27217
1.27227,1.27318,1.27174,159703.4024,1.27187
1.27192,1.27321,1.27102,153659.1952,1.27228
1.27212,1.27355,1.27006,149902.9024,1.27179
1.27183,1.27272,1.27045,611917.293,1.27206
1.27214,1.27339,1.27158,435355.3984,1.27224
1.27233,1.27254,1.27037,161894.3008,1.27108
1.27087,1.27242,1.27047,159270.7032,1.27158
1.27166,1.27208,1.26808,150978.5976,1.269
1.269,1.27115,1.26865,150402.8008,1.2702
1.27023,1.27818,1.27017,611692.5977,1.27696
1.27682,1.27738,1.27559,433844.6992,1.27613
1.27614,1.27685,1.27579,159342.6992,1.27643
1.2765,1.27675,1.2757,159095.6016,1.27599
1.276,1.27645,1.27428,152134.1992,1.27478
1.27491,1.27677,1.27427,157278.6992,1.27584
1.27591,1.27972,1.2755,614900.4922,1.27643
1.2764,1.27782,1.2748,429482.793,1.27557
1.27544,1.2763,1.27362,162477,1.27505
1.27535,1.27569,1.27452,160426.996,1.27533
1.27548,1.27675,1.27394,159043.3008,1.27657
1.27645,1.27768,1.27565,153431.1016,1.27613
1.2761,1.27844,1.27565,605611.9922,1.27693
1.277,1.27846,1.27687,435645.4961,1.27765
1.27773,1.27844,1.2772,161664.1016,1.27739
1.27756,1.2782,1.2771,160894.3008,1.2777
1.27794,1.27805,1.27634,153435.1016,1.27771
1.27769,1.27789,1.26853,153241.1016,1.26858
1.26846,1.27107,1.26837,607407.4805,1.27063
1.2705,1.27204,1.27024,436315.3046,1.27163
1.27179,1.27225,1.27039,159134.6016,1.27088
1.27101,1.27118,1.26994,160731.6016,1.27021
1.27033,1.27174,1.26905,156653.3984,1.27023
1.27026,1.271,1.26937,153494.3008,1.27011
1.27003,1.27251,1.26994,607356.6094,1.27235
1.27235,1.2727,1.27144,434307.2071,1.2722
1.27206,1.27408,1.27187,159800.5,1.27376
1.27377,1.27734,1.27324,152551.5,1.27694
1.27692,1.27729,1.27499,147835.6016,1.27633
1.27626,1.27865,1.27513,153356.1992,1.27842
1.27847,1.28199,1.27847,604526.6992,1.28085
1.28087,1.28135,1.27636,431061.5001,1.27764
1.27704,1.27867,1.27686,159610.4024,1.27762
1.27781,1.27849,1.27679,160824.5,1.27764
1.27787,1.28071,1.27622,150522.4024,1.28
1.27979,1.28002,1.2764,151976.5976,1.27745
1.27733,1.27793,1.27471,609018.9063,1.2767
1.27669,1.27786,1.27529,432380.6992,1.27567
1.27559,1.2762,1.27484,161824.7968,1.27525
1.27533,1.27712,1.27517,161957.996,1.2763
1.27634,1.27903,1.2757,155794.8008,1.27779
1.27753,1.27989,1.27538,151975.6016,1.27694
1.27696,1.28479,1.27677,604448.5156,1.28337
1.28343,1.28402,1.2818,432890.6992,1.28278
1.28264,1.28473,1.28245,161425.3008,1.28463
1.28474,1.28675,1.28471,150159.3984,1.28597
1.28593,1.28973,1.28479,151355.1992,1.28844
1.2885,1.28868,1.2861,148828.8984,1.2869
1.28679,1.287,1.28508,609561.0821,1.28541
1.28542,1.28615,1.28349,435176.1954,1.28392
1.28437,1.2877,1.28416,161334.8048,1.2873
1.28724,1.28779,1.28608,159462.5976,1.28697
1.2873,1.2873,1.28395,153290.6016,1.28396
1.28396,1.28468,1.28261,145349.0976,1.28371
1.28364,1.28392,1.27956,610919.4922,1.28018
1.28037,1.28108,1.27964,438779.4024,1.28035
1.28034,1.2824,1.27998,158357.9024,1.28089
1.28103,1.28306,1.28058,164950.8984,1.28249
1.2825,1.28443,1.28129,150834.5,1.28369
1.28339,1.28628,1.28128,153389.8008,1.28575
1.28612,1.28706,1.27932,616922.7891,1.28173
1.28173,1.28293,1.28072,431109.9923,1.28092
1.28083,1.28172,1.28037,159062.1016,1.28129
1.2811,1.28181,1.2806,159709.6056,1.28103
1.28096,1.28342,1.28002,151528.6992,1.28129
1.28126,1.28146,1.27736,151256.8048,1.27899
1.27898,1.28158,1.27874,610366.3007,1.2815
1.28155,1.28304,1.27967,435502.1016,1.28274
1.28262,1.28336,1.28164,165433.8984,1.28279
1.28277,1.28341,1.28175,162130.4024,1.28228
1.28239,1.28282,1.28005,152022.9024,1.28068
1.28063,1.28371,1.27999,151791.5,1.28152
1.28172,1.28206,1.27854,614551.711,1.27948
1.27948,1.28022,1.27833,435663.8985,1.27959
1.27941,1.27983,1.27819,160556.496,1.27866
1.2787,1.27906,1.2761,157514.2968,1.27642
1.27644,1.27969,1.27603,149762.2032,1.27751
1.27746,1.27875,1.27657,150082.2032,1.27771
1.27783,1.2846,1.27769,609074.293,1.28236
1.28231,1.2836,1.28097,428303.504,1.28277
1.28273,1.28358,1.28153,158391.1016,1.28315
1.28322,1.2845,1.28302,155056.6016,1.28362
1.28359,1.28498,1.28244,149910.5976,1.28417
1.28415,1.28514,1.28288,152368.7968,1.2836
1.28361,1.28411,1.2803,605608.6016,1.28143
1.28135,1.28179,1.28021,431607.504,1.28163
1.28146,1.28367,1.28083,157579.2968,1.28233
1.28212,1.28239,1.28062,158709.3008,1.28151
1.28138,1.28326,1.28071,154561.8008,1.2821
1.28216,1.2823,1.2807,152232.2032,1.28104
1.28101,1.28273,1.27988,610021.9844,1.28205
1.28221,1.28539,1.28166,433730.5977,1.28404
1.28428,1.28579,1.28361,161004.1992,1.28543
1.28523,1.28714,1.28487,153629.7032,1.28635
1.28612,1.28748,1.28537,152526.6992,1.28685
1.28688,1.29266,1.28573,148502,1.29189
1.2921,1.29564,1.29098,613610.0118,1.29262
1.29267,1.29474,1.29219,432425.2031,1.29429
1.29421,1.29454,1.2931,163829.1056,1.29367
1.29352,1.29399,1.29248,160889.3008,1.29352
1.29367,1.29746,1.29251,152850.1992,1.29717
1.2971,1.29712,1.29495,153849.8008,1.29553
1.2957,1.29684,1.29413,606363.1017,1.29515
1.29504,1.29526,1.29378,431035.0118,1.29443
1.29438,1.29585,1.29425,158542.1992,1.29543
1.29538,1.29627,1.29497,157133.3008,1.29572
1.29567,1.30828,1.29548,150616.7968,1.30644
1.30653,1.31059,1.30643,148808.5976,1.30842
1.30842,1.31036,1.30728,608744.0196,1.30878
1.30883,1.3105,1.30839,434668.9024,1.30936
1.31633,1.31665,1.3111,158520.996,1.31422
1.31425,1.31466,1.31132,161396.6992,1.31165
1.31148,1.31379,1.30872,153092,1.31273
1.31272,1.31334,1.31008,149980.496,1.31066
1.3106,1.31353,1.30991,609796.0079,1.31209
1.31205,1.31433,1.31173,427640.2968,1.31328
1.31337,1.31451,1.31252,160779,1.31358
1.31375,1.31483,1.31199,154753.5976,1.31212
1.31211,1.31628,1.31177,150391.4024,1.31474
1.31475,1.31803,1.31337,150198.5,1.31666
1.31654,1.3176,1.3138,611060.211,1.31573
1.31575,1.32076,1.31558,432035.9024,1.31987
1.31976,1.32177,1.31878,161143.1016,1.31944
1.3197,1.3198,1.31806,155218.6016,1.31894
1.31909,1.3207,1.31583,151014.996,1.31591
1.31593,1.31693,1.31366,150229.3008,1.31412
1.31405,1.31744,1.31358,558412.6055,1.31545
1.31543,1.31619,1.31339,437878.8009,1.31537
1.31529,1.31566,1.31407,159190.8008,1.31451
1.31458,1.31785,1.31453,152079.8984,1.31677
1.31692,1.321,1.31639,151234.8008,1.32009
1.3201,1.32138,1.31831,149849.504,1.31955
1.31941,1.32745,1.31911,600991.1017,1.32541
1.32545,1.32606,1.32362,433048.4922,1.32406
1.32414,1.32598,1.3232,161888,1.32508
1.32528,1.32639,1.32448,158824.1056,1.32539
1.32548,1.32827,1.32272,152039,1.32343
1.32332,1.32541,1.32201,151814.6992,1.32479
1.32465,1.33468,1.32446,617144.8087,1.33242
1.33233,1.33419,1.33118,433838.3868,1.33365
1.33324,1.33663,1.33183,160819.8008,1.33298
1.33297,1.33389,1.33082,157780.1992,1.3333
1.33326,1.33347,1.32825,150552.4024,1.32971
1.32956,1.33219,1.32897,150569.5,1.33008
1.32979,1.33355,1.32973,604846.3047,1.3324
1.33229,1.33435,1.33127,432727.1055,1.33415
1.33403,1.33471,1.33208,162523.1992,1.33285
1.333,1.33359,1.33184,161716.3984,1.3328
1.33272,1.33403,1.32983,155901.8984,1.32993
1.32998,1.33625,1.32992,150404.6992,1.33351
1.33352,1.33447,1.32892,612876.6056,1.33242
1.33242,1.3333,1.33129,429503.7071,1.33158
1.33151,1.33241,1.33091,162542,1.33209
1.33199,1.33331,1.33134,154938.8008,1.33295
1.33314,1.33412,1.32617,155616.1016,1.32737
1.32745,1.32925,1.32562,153885.996,1.32658
1.32653,1.3321,1.32632,609081.4923,1.32997
1.33003,1.33024,1.32777,433565.8047,1.32881
1.32854,1.32974,1.32745,156697.3984,1.32906
1.3291,1.33143,1.32831,161635.0976,1.33008
1.33024,1.33243,1.32984,156430.3008,1.33038
1.33032,1.33203,1.32806,149855.5976,1.32926
1.32872,1.33079,1.32766,606245.9961,1.32909
1.32931,1.32962,1.32725,433040.9922,1.3287
1.32861,1.32879,1.32755,162888.4024,1.32835
1.32835,1.32914,1.32785,160192.2032,1.3285
1.32841,1.32945,1.32703,154730.2968,1.32851
1.32867,1.33434,1.32424,151578.1992,1.33325
1.33348,1.33626,1.31915,607143.7149,1.32253
1.32242,1.32289,1.31933,432618.1954,1.31999
1.31779,1.31946,1.31419,162807.9024,1.31428
1.31435,1.31656,1.31297,157488.0976,1.31546
1.31546,1.32223,1.3154,152904.2968,1.31918
1.31915,1.31978,1.31711,152686.1992,1.31935
1.31944,1.32624,1.3186,608239.8985,1.32564
1.32552,1.32583,1.32317,432814.1914,1.32354
1.32346,1.32587,1.32339,157674.8944,1.32453
1.32452,1.32684,1.32413,156454.0976,1.32568
1.32565,1.32585,1.32264,158955.504,1.32463
1.32487,1.32585,1.3218,152952.6992,1.32264
1.32263,1.32668,1.32228,610382.9883,1.32375
1.3237,1.32917,1.32146,429401.1954,1.32838
1.32831,1.32885,1.32673,162381.8984,1.32764
1.32755,1.32872,1.32747,160019.8984,1.32825
1.32828,1.32852,1.32513,149280.8984,1.32697
1.3269,1.32746,1.32015,152846.5976,1.32203
1.32216,1.32381,1.31975,609674.9063,1.3206
1.32066,1.32299,1.31925,431933.1953,1.32121
1.32118,1.3219,1.32006,153973.2968,1.3213
1.32139,1.3217,1.32037,156140.1992,1.32127
1.32149,1.32519,1.32089,154666.4024,1.32255
1.32258,1.3227,1.3166,156120.1952,1.31857
1.3187,1.31976,1.3145,612255.2032,1.31537
1.31542,1.3164,1.31383,429252.3907,1.31423
1.31422,1.31591,1.31393,160311.5976,1.31436
1.31442,1.31577,1.31377,157181.7032,1.31434
1.31454,1.31731,1.30992,153944.8984,1.31024
1.31021,1.31826,1.31013,149013.6992,1.31796
1.31806,1.3182,1.30637,609108.2891,1.30762
1.30765,1.30883,1.30606,432439.6915,1.30811
1.30798,1.30965,1.30763,160644.7968,1.30912
1.30918,1.31067,1.30843,155198.8984,1.31051
1.31056,1.31155,1.30897,151912.3984,1.31009
1.30996,1.31171,1.30876,149653.0976,1.30937
1.30948,1.30996,1.30541,612454.5899,1.30716
1.30722,1.31053,1.30702,430109.8985,1.30964
1.30963,1.31078,1.30923,166315.1992,1.31018
1.31043,1.31069,1.3081,156742.1016,1.3084
1.30828,1.31759,1.30815,154254.6992,1.31612
1.31606,1.31723,1.31317,152951.1992,1.31541
1.31533,1.32024,1.31457,607995.715,1.3198
1.3197,1.32155,1.31862,430027.7031,1.31946
1.31965,1.32321,1.31928,162331.2968,1.32271
1.32263,1.32432,1.32181,156571.996,1.32244
1.32239,1.32447,1.32058,156104.3008,1.32199
1.32196,1.32313,1.3201,154702.6952,1.32095
1.32085,1.32184,1.31605,612915.8164,1.31653
1.31642,1.31806,1.31593,438652.3008,1.31714
1.31719,1.31912,1.31678,158367.004,1.3184
1.3187,1.31935,1.31799,165431.1016,1.31889
1.31858,1.32131,1.31835,156593.6016,1.31968
1.3195,1.31964,1.31521,154405.1992,1.31676
1.31665,1.3187,1.3143,615091.59,1.31553
1.31583,1.31789,1.31582,436266.5078,1.31754
1.31746,1.31906,1.31691,164393.1992,1.31856
1.31868,1.31969,1.31803,160152.3008,1.31919
1.31906,1.32101,1.31881,153159.8008,1.32068
1.32045,1.32126,1.31859,155936.6016,1.31917
1.31922,1.31958,1.31095,616058.4962,1.31168
1.31154,1.31489,1.31116,436571.3946,1.31267
1.31205,1.31371,1.31149,161842.496,1.31192
1.31207,1.31229,1.31039,166738.3008,1.31084
1.31095,1.31491,1.31062,161276.6016,1.31267
1.3129,1.31658,1.3118,160061.6992,1.31309
1.31264,1.31518,1.30986,608398.0977,1.31295
1.31287,1.31354,1.3114,434020.5,1.3132
1.31362,1.31442,1.31256,164978.5,1.31328
1.31338,1.31384,1.31187,162505.1992,1.3124
1.31222,1.31359,1.31183,160601.6992,1.31341
1.31326,1.31411,1.31274,158816.4024,1.313
1.3128,1.31405,1.30875,615441.8086,1.30936
1.30923,1.31088,1.30885,433882.293,1.3096
1.30951,1.31204,1.30929,164947.7032,1.31172
1.31182,1.31492,1.31169,154784.3008,1.31436
1.31431,1.31698,1.31408,153727.9024,1.31511
1.31505,1.31779,1.31469,153290.4024,1.31496
1.31506,1.31517,1.31172,609837.4025,1.31259
1.3126,1.31311,1.31113,433210.6054,1.31125
1.31145,1.31311,1.31056,162878.1016,1.31072
1.31071,1.31286,1.31036,161096.1992,1.31261
1.31272,1.31483,1.31172,157774.5976,1.31433
1.3142,1.32012,1.31356,154931.8008,1.31859
1.31859,1.31931,1.3132,607559.0001,1.31647
1.31632,1.31695,1.31379,434661.3984,1.31486
1.31462,1.31529,1.31364,162763.8048,1.31433
1.31426,1.31739,1.31376,164859.5,1.31622
1.31616,1.31837,1.3158,160803.4024,1.31664
1.31662,1.31917,1.31597,157748.6016,1.3173
1.31726,1.32049,1.31499,612069.3985,1.3188
1.31884,1.32062,1.31811,435699.5078,1.31946
1.31953,1.31978,1.31888,157664.9024,1.31904
1.31912,1.31984,1.31893,153719.5976,1.31949
1.31953,1.31998,1.31677,154137.3008,1.31705
1.31707,1.31727,1.31674,147958.504,1.31698
1.31695,1.32105,1.31685,611229.5001,1.31973
1.3195,1.32039,1.31857,438499.3985,1.31963
1.31975,1.32363,1.31971,167547,1.3226
1.32262,1.32414,1.32247,162070.6016,1.32389
1.32396,1.32827,1.32243,159261.3048,1.32782
1.32779,1.32965,1.3265,151581.9024,1.32898
1.32894,1.32912,1.32683,609420.9102,1.32874
1.32875,1.32902,1.3269,436369.5,1.32696
1.32709,1.32853,1.32671,163449.6016,1.32825
1.32833,1.3292,1.32702,157303.504,1.32754
1.32758,1.32846,1.3251,154743.7032,1.32553
1.32556,1.32581,1.32186,151090.6992,1.3232
1.32324,1.3239,1.31522,606381.1875,1.31593
1.31593,1.31737,1.31478,439723.0899,1.31692
1.31701,1.31738,1.31584,163712.0976,1.31675
1.31667,1.31787,1.31641,161369,1.31716
1.31735,1.31797,1.31004,153344.5,1.31121
1.3112,1.31165,1.30885,153461.2968,1.31088
1.31086,1.31168,1.30769,607799.6993,1.30946
1.30952,1.30997,1.30746,430642,1.3082
1.30817,1.30944,1.30752,163229.0976,1.30841
1.3085,1.30863,1.30624,161203.7032,1.30731
1.30763,1.31043,1.30694,151890.3048,1.30955
1.30963,1.3104,1.29953,151329,1.30037
1.30029,1.30184,1.29814,608851.6172,1.30021
1.30003,1.30135,1.29941,435490.8086,1.30021
1.30101,1.30159,1.29856,162688.8008,1.29987
1.29993,1.30103,1.29906,155786.6992,1.30087
1.30077,1.30285,1.29963,152389.4024,1.30091
1.30083,1.30163,1.29768,153323.6952,1.29772
1.29765,1.30349,1.29742,605843.2969,1.30245
1.30252,1.30359,1.30099,434848.8984,1.30217
1.30225,1.30484,1.30193,158643.6992,1.30328
1.30332,1.30465,1.30292,160945.3984,1.30354
1.30375,1.30524,1.30234,158061,1.30326
1.30322,1.30384,1.30085,154469.6016,1.30155
1.30152,1.30164,1.29866,604330.9102,1.30082
1.30083,1.30153,1.29939,428949.4961,1.30003
1.30001,1.30041,1.29557,159473.6992,1.2968
1.29684,1.29885,1.29495,158460.8048,1.29819
1.29816,1.29985,1.29734,155983.996,1.29907
1.29898,1.3002,1.29649,153496.3984,1.29729
1.29759,1.29814,1.29301,611922.9024,1.29351
1.29359,1.29429,1.29293,436794.9063,1.29369
1.2938,1.29578,1.29307,162304.504,1.29513
1.29542,1.29643,1.29472,160449,1.29537
1.29543,1.29791,1.29412,152354.7968,1.29649
1.29651,1.30134,1.29276,152599.3984,1.29354
1.29333,1.29466,1.28852,610700.8985,1.29042
1.29052,1.29054,1.28823,430787.8047,1.28909
1.28931,1.28985,1.28767,163308.1992,1.28948
1.28958,1.29076,1.28902,156147.6992,1.28957
1.28945,1.29174,1.2892,154219.504,1.29088
1.29083,1.2914,1.28678,149128.2032,1.29125
1.29122,1.29433,1.29031,608635.6992,1.29209
1.29209,1.29255,1.29077,429985.3008,1.29238
1.29235,1.29288,1.29135,162661.1992,1.29196
1.29194,1.29396,1.29178,159134.5,1.29346
1.29355,1.2956,1.29254,152094.9024,1.29426
1.29422,1.2954,1.29337,151928.2968,1.2944
1.2943,1.29459,1.29268,602991.0899,1.29326
1.29303,1.29405,1.29249,432194.0977,1.29355
1.29363,1.29396,1.29193,160405.7032,1.29285
1.293,1.29535,1.29233,159829.1992,1.29504
1.29517,1.29744,1.29424,151070.9024,1.29659
1.29701,1.2989,1.29403,155251.004,1.29478
1.29488,1.29643,1.29083,613610.8048,1.29173
1.29175,1.29246,1.29099,428435.0039,1.29193
1.29172,1.29253,1.29092,163276.8008,1.29145
1.29141,1.2932,1.29113,159041.4024,1.2929
