last open10,last high10,last low10,last volume10,last open9,last high9,last low9,last volume9,last open8,last high8,last low8,last volume8,last open7,last high7,last low7,last volume7,last open6,last high6,last low6,last volume6,last open5,last high5,last low5,last volume5,last open4,last high4,last low4,last volume4,last open3,last high3,last low3,last volume3,last open2,last high2,last low2,last volume2,last open1,last high1,last low1,last volume1,last open,last high,last low,last volume,<OPEN>
1.11411,1.11701,1.11296,16280,1.1161,1.11893,1.11552,18972,1.11799,1.12089,1.11763,21999,1.12058,1.12279,1.12023,7708,1.12257,1.12296,1.12028,4480,1.12227,1.12429,1.12222,6006,1.12332,1.12358,1.12043,11959,1.12313,1.1245,1.12099,14077,1.12258,1.12444,1.1215,23095,1.12399,1.12399,1.12265,4117,1.12288,1.12345,1.12195,2652,1.12246
