,last open10,last high10,last low10,last open9,last high9,last low9,last open8,last high8,last low8,last open7,last high7,last low7,last open6,last high6,last low6,last open5,last high5,last low5,last open4,last high4,last low4,last open3,last high3,last low3,last open2,last high2,last low2,last open1,last high1,last low1,last open,last high,last low,Open,High,Low,Close
76,1.42723,1.42808,1.42604,1.42678,1.42751,1.42075,1.42329,1.42389,1.41353,1.41512,1.42012,1.40791,1.40947,1.41488,1.40641,1.41336,1.41569,1.40313,1.4134,1.41526,1.41335,1.41468,1.41487,1.40321,1.40434,1.41147,1.40093,1.41067,1.41715,1.40914,1.4137,1.42402,1.41318,1.41982,1.42125,1.41522,1.41763
77,1.42678,1.42751,1.42075,1.42329,1.42389,1.41353,1.41512,1.42012,1.40791,1.40947,1.41488,1.40641,1.41336,1.41569,1.40313,1.4134,1.41526,1.41335,1.41468,1.41487,1.40321,1.40434,1.41147,1.40093,1.41067,1.41715,1.40914,1.4137,1.42402,1.41318,1.41982,1.42125,1.41522,1.41745,1.41866,1.41609,1.41649
78,1.42329,1.42389,1.41353,1.41512,1.42012,1.40791,1.40947,1.41488,1.40641,1.41336,1.41569,1.40313,1.4134,1.41526,1.41335,1.41468,1.41487,1.40321,1.40434,1.41147,1.40093,1.41067,1.41715,1.40914,1.4137,1.42402,1.41318,1.41982,1.42125,1.41522,1.41745,1.41866,1.41609,1.4164,1.42429,1.41559,1.4198
79,1.41512,1.42012,1.40791,1.40947,1.41488,1.40641,1.41336,1.41569,1.40313,1.4134,1.41526,1.41335,1.41468,1.41487,1.40321,1.40434,1.41147,1.40093,1.41067,1.41715,1.40914,1.4137,1.42402,1.41318,1.41982,1.42125,1.41522,1.41745,1.41866,1.41609,1.4164,1.42429,1.41559,1.42043,1.42265,1.41397,1.41742
80,1.40947,1.41488,1.40641,1.41336,1.41569,1.40313,1.4134,1.41526,1.41335,1.41468,1.41487,1.40321,1.40434,1.41147,1.40093,1.41067,1.41715,1.40914,1.4137,1.42402,1.41318,1.41982,1.42125,1.41522,1.41745,1.41866,1.41609,1.4164,1.42429,1.41559,1.42043,1.42265,1.41397,1.41751,1.42301,1.41562,1.42045
81,1.41336,1.41569,1.40313,1.4134,1.41526,1.41335,1.41468,1.41487,1.40321,1.40434,1.41147,1.40093,1.41067,1.41715,1.40914,1.4137,1.42402,1.41318,1.41982,1.42125,1.41522,1.41745,1.41866,1.41609,1.4164,1.42429,1.41559,1.42043,1.42265,1.41397,1.41751,1.42301,1.41562,1.4204,1.43097,1.41921,1.42893
82,1.4134,1.41526,1.41335,1.41468,1.41487,1.40321,1.40434,1.41147,1.40093,1.41067,1.41715,1.40914,1.4137,1.42402,1.41318,1.41982,1.42125,1.41522,1.41745,1.41866,1.41609,1.4164,1.42429,1.41559,1.42043,1.42265,1.41397,1.41751,1.42301,1.41562,1.4204,1.43097,1.41921,1.42905,1.43179,1.42426,1.42985
83,1.41468,1.41487,1.40321,1.40434,1.41147,1.40093,1.41067,1.41715,1.40914,1.4137,1.42402,1.41318,1.41982,1.42125,1.41522,1.41745,1.41866,1.41609,1.4164,1.42429,1.41559,1.42043,1.42265,1.41397,1.41751,1.42301,1.41562,1.4204,1.43097,1.41921,1.42905,1.43179,1.42426,1.43037,1.43501,1.43037,1.43364
84,1.40434,1.41147,1.40093,1.41067,1.41715,1.40914,1.4137,1.42402,1.41318,1.41982,1.42125,1.41522,1.41745,1.41866,1.41609,1.4164,1.42429,1.41559,1.42043,1.42265,1.41397,1.41751,1.42301,1.41562,1.4204,1.43097,1.41921,1.42905,1.43179,1.42426,1.43037,1.43501,1.43037,1.43364,1.43437,1.41231,1.41747
85,1.41067,1.41715,1.40914,1.4137,1.42402,1.41318,1.41982,1.42125,1.41522,1.41745,1.41866,1.41609,1.4164,1.42429,1.41559,1.42043,1.42265,1.41397,1.41751,1.42301,1.41562,1.4204,1.43097,1.41921,1.42905,1.43179,1.42426,1.43037,1.43501,1.43037,1.43364,1.43437,1.41231,1.4174,1.42782,1.41687,1.42545
86,1.4137,1.42402,1.41318,1.41982,1.42125,1.41522,1.41745,1.41866,1.41609,1.4164,1.42429,1.41559,1.42043,1.42265,1.41397,1.41751,1.42301,1.41562,1.4204,1.43097,1.41921,1.42905,1.43179,1.42426,1.43037,1.43501,1.43037,1.43364,1.43437,1.41231,1.4174,1.42782,1.41687,1.4254,1.42698,1.41873,1.42599
87,1.41982,1.42125,1.41522,1.41745,1.41866,1.41609,1.4164,1.42429,1.41559,1.42043,1.42265,1.41397,1.41751,1.42301,1.41562,1.4204,1.43097,1.41921,1.42905,1.43179,1.42426,1.43037,1.43501,1.43037,1.43364,1.43437,1.41231,1.4174,1.42782,1.41687,1.4254,1.42698,1.41873,1.42583,1.43443,1.42436,1.43223
88,1.41745,1.41866,1.41609,1.4164,1.42429,1.41559,1.42043,1.42265,1.41397,1.41751,1.42301,1.41562,1.4204,1.43097,1.41921,1.42905,1.43179,1.42426,1.43037,1.43501,1.43037,1.43364,1.43437,1.41231,1.4174,1.42782,1.41687,1.4254,1.42698,1.41873,1.42583,1.43443,1.42436,1.43222,1.43953,1.43137,1.43908
89,1.4164,1.42429,1.41559,1.42043,1.42265,1.41397,1.41751,1.42301,1.41562,1.4204,1.43097,1.41921,1.42905,1.43179,1.42426,1.43037,1.43501,1.43037,1.43364,1.43437,1.41231,1.4174,1.42782,1.41687,1.4254,1.42698,1.41873,1.42583,1.43443,1.42436,1.43222,1.43953,1.43137,1.44146,1.44221,1.43989,1.44021
90,1.42043,1.42265,1.41397,1.41751,1.42301,1.41562,1.4204,1.43097,1.41921,1.42905,1.43179,1.42426,1.43037,1.43501,1.43037,1.43364,1.43437,1.41231,1.4174,1.42782,1.41687,1.4254,1.42698,1.41873,1.42583,1.43443,1.42436,1.43222,1.43953,1.43137,1.44146,1.44221,1.43989,1.44037,1.44378,1.43738,1.44153
91,1.41751,1.42301,1.41562,1.4204,1.43097,1.41921,1.42905,1.43179,1.42426,1.43037,1.43501,1.43037,1.43364,1.43437,1.41231,1.4174,1.42782,1.41687,1.4254,1.42698,1.41873,1.42583,1.43443,1.42436,1.43222,1.43953,1.43137,1.44146,1.44221,1.43989,1.44037,1.44378,1.43738,1.44135,1.44428,1.43717,1.44369
92,1.4204,1.43097,1.41921,1.42905,1.43179,1.42426,1.43037,1.43501,1.43037,1.43364,1.43437,1.41231,1.4174,1.42782,1.41687,1.4254,1.42698,1.41873,1.42583,1.43443,1.42436,1.43222,1.43953,1.43137,1.44146,1.44221,1.43989,1.44037,1.44378,1.43738,1.44135,1.44428,1.43717,1.44376,1.45035,1.44172,1.44671
93,1.42905,1.43179,1.42426,1.43037,1.43501,1.43037,1.43364,1.43437,1.41231,1.4174,1.42782,1.41687,1.4254,1.42698,1.41873,1.42583,1.43443,1.42436,1.43222,1.43953,1.43137,1.44146,1.44221,1.43989,1.44037,1.44378,1.43738,1.44135,1.44428,1.43717,1.44376,1.45035,1.44172,1.44688,1.44788,1.43995,1.4423
94,1.43037,1.43501,1.43037,1.43364,1.43437,1.41231,1.4174,1.42782,1.41687,1.4254,1.42698,1.41873,1.42583,1.43443,1.42436,1.43222,1.43953,1.43137,1.44146,1.44221,1.43989,1.44037,1.44378,1.43738,1.44135,1.44428,1.43717,1.44376,1.45035,1.44172,1.44688,1.44788,1.43995,1.44234,1.45273,1.44184,1.45033
95,1.43364,1.43437,1.41231,1.4174,1.42782,1.41687,1.4254,1.42698,1.41873,1.42583,1.43443,1.42436,1.43222,1.43953,1.43137,1.44146,1.44221,1.43989,1.44037,1.44378,1.43738,1.44135,1.44428,1.43717,1.44376,1.45035,1.44172,1.44688,1.44788,1.43995,1.44234,1.45273,1.44184,1.45132,1.45234,1.4499,1.45023
96,1.4174,1.42782,1.41687,1.4254,1.42698,1.41873,1.42583,1.43443,1.42436,1.43222,1.43953,1.43137,1.44146,1.44221,1.43989,1.44037,1.44378,1.43738,1.44135,1.44428,1.43717,1.44376,1.45035,1.44172,1.44688,1.44788,1.43995,1.44234,1.45273,1.44184,1.45132,1.45234,1.4499,1.45002,1.45095,1.44406,1.4475
97,1.4254,1.42698,1.41873,1.42583,1.43443,1.42436,1.43222,1.43953,1.43137,1.44146,1.44221,1.43989,1.44037,1.44378,1.43738,1.44135,1.44428,1.43717,1.44376,1.45035,1.44172,1.44688,1.44788,1.43995,1.44234,1.45273,1.44184,1.45132,1.45234,1.4499,1.45002,1.45095,1.44406,1.44746,1.45706,1.44654,1.45593
98,1.42583,1.43443,1.42436,1.43222,1.43953,1.43137,1.44146,1.44221,1.43989,1.44037,1.44378,1.43738,1.44135,1.44428,1.43717,1.44376,1.45035,1.44172,1.44688,1.44788,1.43995,1.44234,1.45273,1.44184,1.45132,1.45234,1.4499,1.45002,1.45095,1.44406,1.44746,1.45706,1.44654,1.45623,1.47294,1.45495,1.46203
99,1.43222,1.43953,1.43137,1.44146,1.44221,1.43989,1.44037,1.44378,1.43738,1.44135,1.44428,1.43717,1.44376,1.45035,1.44172,1.44688,1.44788,1.43995,1.44234,1.45273,1.44184,1.45132,1.45234,1.4499,1.45002,1.45095,1.44406,1.44746,1.45706,1.44654,1.45623,1.47294,1.45495,1.46218,1.47027,1.46159,1.46762
100,1.44146,1.44221,1.43989,1.44037,1.44378,1.43738,1.44135,1.44428,1.43717,1.44376,1.45035,1.44172,1.44688,1.44788,1.43995,1.44234,1.45273,1.44184,1.45132,1.45234,1.4499,1.45002,1.45095,1.44406,1.44746,1.45706,1.44654,1.45623,1.47294,1.45495,1.46218,1.47027,1.46159,1.46761,1.47519,1.46286,1.46725
101,1.44037,1.44378,1.43738,1.44135,1.44428,1.43717,1.44376,1.45035,1.44172,1.44688,1.44788,1.43995,1.44234,1.45273,1.44184,1.45132,1.45234,1.4499,1.45002,1.45095,1.44406,1.44746,1.45706,1.44654,1.45623,1.47294,1.45495,1.46218,1.47027,1.46159,1.46761,1.47519,1.46286,1.46701,1.46758,1.46322,1.46558
102,1.44135,1.44428,1.43717,1.44376,1.45035,1.44172,1.44688,1.44788,1.43995,1.44234,1.45273,1.44184,1.45132,1.45234,1.4499,1.45002,1.45095,1.44406,1.44746,1.45706,1.44654,1.45623,1.47294,1.45495,1.46218,1.47027,1.46159,1.46761,1.47519,1.46286,1.46701,1.46758,1.46322,1.46544,1.46632,1.45168,1.45178
103,1.44376,1.45035,1.44172,1.44688,1.44788,1.43995,1.44234,1.45273,1.44184,1.45132,1.45234,1.4499,1.45002,1.45095,1.44406,1.44746,1.45706,1.44654,1.45623,1.47294,1.45495,1.46218,1.47027,1.46159,1.46761,1.47519,1.46286,1.46701,1.46758,1.46322,1.46544,1.46632,1.45168,1.4521,1.46325,1.45172,1.46182
104,1.44688,1.44788,1.43995,1.44234,1.45273,1.44184,1.45132,1.45234,1.4499,1.45002,1.45095,1.44406,1.44746,1.45706,1.44654,1.45623,1.47294,1.45495,1.46218,1.47027,1.46159,1.46761,1.47519,1.46286,1.46701,1.46758,1.46322,1.46544,1.46632,1.45168,1.4521,1.46325,1.45172,1.46171,1.47245,1.46092,1.46492
105,1.44234,1.45273,1.44184,1.45132,1.45234,1.4499,1.45002,1.45095,1.44406,1.44746,1.45706,1.44654,1.45623,1.47294,1.45495,1.46218,1.47027,1.46159,1.46761,1.47519,1.46286,1.46701,1.46758,1.46322,1.46544,1.46632,1.45168,1.4521,1.46325,1.45172,1.46171,1.47245,1.46092,1.4649,1.47038,1.46009,1.46174
106,1.45132,1.45234,1.4499,1.45002,1.45095,1.44406,1.44746,1.45706,1.44654,1.45623,1.47294,1.45495,1.46218,1.47027,1.46159,1.46761,1.47519,1.46286,1.46701,1.46758,1.46322,1.46544,1.46632,1.45168,1.4521,1.46325,1.45172,1.46171,1.47245,1.46092,1.4649,1.47038,1.46009,1.46181,1.46721,1.45786,1.46584
107,1.45002,1.45095,1.44406,1.44746,1.45706,1.44654,1.45623,1.47294,1.45495,1.46218,1.47027,1.46159,1.46761,1.47519,1.46286,1.46701,1.46758,1.46322,1.46544,1.46632,1.45168,1.4521,1.46325,1.45172,1.46171,1.47245,1.46092,1.4649,1.47038,1.46009,1.46181,1.46721,1.45786,1.46689,1.46733,1.46618,1.4667
108,1.44746,1.45706,1.44654,1.45623,1.47294,1.45495,1.46218,1.47027,1.46159,1.46761,1.47519,1.46286,1.46701,1.46758,1.46322,1.46544,1.46632,1.45168,1.4521,1.46325,1.45172,1.46171,1.47245,1.46092,1.4649,1.47038,1.46009,1.46181,1.46721,1.45786,1.46689,1.46733,1.46618,1.46682,1.46884,1.4617,1.46656
109,1.45623,1.47294,1.45495,1.46218,1.47027,1.46159,1.46761,1.47519,1.46286,1.46701,1.46758,1.46322,1.46544,1.46632,1.45168,1.4521,1.46325,1.45172,1.46171,1.47245,1.46092,1.4649,1.47038,1.46009,1.46181,1.46721,1.45786,1.46689,1.46733,1.46618,1.46682,1.46884,1.4617,1.46657,1.48517,1.46303,1.48295
110,1.46218,1.47027,1.46159,1.46761,1.47519,1.46286,1.46701,1.46758,1.46322,1.46544,1.46632,1.45168,1.4521,1.46325,1.45172,1.46171,1.47245,1.46092,1.4649,1.47038,1.46009,1.46181,1.46721,1.45786,1.46689,1.46733,1.46618,1.46682,1.46884,1.4617,1.46657,1.48517,1.46303,1.48294,1.48689,1.47707,1.48547
111,1.46761,1.47519,1.46286,1.46701,1.46758,1.46322,1.46544,1.46632,1.45168,1.4521,1.46325,1.45172,1.46171,1.47245,1.46092,1.4649,1.47038,1.46009,1.46181,1.46721,1.45786,1.46689,1.46733,1.46618,1.46682,1.46884,1.4617,1.46657,1.48517,1.46303,1.48294,1.48689,1.47707,1.48551,1.4873,1.48185,1.48502
112,1.46701,1.46758,1.46322,1.46544,1.46632,1.45168,1.4521,1.46325,1.45172,1.46171,1.47245,1.46092,1.4649,1.47038,1.46009,1.46181,1.46721,1.45786,1.46689,1.46733,1.46618,1.46682,1.46884,1.4617,1.46657,1.48517,1.46303,1.48294,1.48689,1.47707,1.48551,1.4873,1.48185,1.48495,1.49646,1.47816,1.48358
113,1.46544,1.46632,1.45168,1.4521,1.46325,1.45172,1.46171,1.47245,1.46092,1.4649,1.47038,1.46009,1.46181,1.46721,1.45786,1.46689,1.46733,1.46618,1.46682,1.46884,1.4617,1.46657,1.48517,1.46303,1.48294,1.48689,1.47707,1.48551,1.4873,1.48185,1.48495,1.49646,1.47816,1.48193,1.48381,1.48159,1.48322
114,1.4521,1.46325,1.45172,1.46171,1.47245,1.46092,1.4649,1.47038,1.46009,1.46181,1.46721,1.45786,1.46689,1.46733,1.46618,1.46682,1.46884,1.4617,1.46657,1.48517,1.46303,1.48294,1.48689,1.47707,1.48551,1.4873,1.48185,1.48495,1.49646,1.47816,1.48193,1.48381,1.48159,1.48342,1.48869,1.48011,1.4871
115,1.46171,1.47245,1.46092,1.4649,1.47038,1.46009,1.46181,1.46721,1.45786,1.46689,1.46733,1.46618,1.46682,1.46884,1.4617,1.46657,1.48517,1.46303,1.48294,1.48689,1.47707,1.48551,1.4873,1.48185,1.48495,1.49646,1.47816,1.48193,1.48381,1.48159,1.48342,1.48869,1.48011,1.48707,1.49078,1.48061,1.48332
116,1.4649,1.47038,1.46009,1.46181,1.46721,1.45786,1.46689,1.46733,1.46618,1.46682,1.46884,1.4617,1.46657,1.48517,1.46303,1.48294,1.48689,1.47707,1.48551,1.4873,1.48185,1.48495,1.49646,1.47816,1.48193,1.48381,1.48159,1.48342,1.48869,1.48011,1.48707,1.49078,1.48061,1.48337,1.48579,1.47078,1.48372
117,1.46181,1.46721,1.45786,1.46689,1.46733,1.46618,1.46682,1.46884,1.4617,1.46657,1.48517,1.46303,1.48294,1.48689,1.47707,1.48551,1.4873,1.48185,1.48495,1.49646,1.47816,1.48193,1.48381,1.48159,1.48342,1.48869,1.48011,1.48707,1.49078,1.48061,1.48337,1.48579,1.47078,1.48368,1.48442,1.47188,1.47561
118,1.46689,1.46733,1.46618,1.46682,1.46884,1.4617,1.46657,1.48517,1.46303,1.48294,1.48689,1.47707,1.48551,1.4873,1.48185,1.48495,1.49646,1.47816,1.48193,1.48381,1.48159,1.48342,1.48869,1.48011,1.48707,1.49078,1.48061,1.48337,1.48579,1.47078,1.48368,1.48442,1.47188,1.47552,1.47849,1.46231,1.46315
119,1.46682,1.46884,1.4617,1.46657,1.48517,1.46303,1.48294,1.48689,1.47707,1.48551,1.4873,1.48185,1.48495,1.49646,1.47816,1.48193,1.48381,1.48159,1.48342,1.48869,1.48011,1.48707,1.49078,1.48061,1.48337,1.48579,1.47078,1.48368,1.48442,1.47188,1.47552,1.47849,1.46231,1.4636,1.46653,1.46338,1.46583
120,1.46657,1.48517,1.46303,1.48294,1.48689,1.47707,1.48551,1.4873,1.48185,1.48495,1.49646,1.47816,1.48193,1.48381,1.48159,1.48342,1.48869,1.48011,1.48707,1.49078,1.48061,1.48337,1.48579,1.47078,1.48368,1.48442,1.47188,1.47552,1.47849,1.46231,1.4636,1.46653,1.46338,1.46585,1.47077,1.4618,1.46682
121,1.48294,1.48689,1.47707,1.48551,1.4873,1.48185,1.48495,1.49646,1.47816,1.48193,1.48381,1.48159,1.48342,1.48869,1.48011,1.48707,1.49078,1.48061,1.48337,1.48579,1.47078,1.48368,1.48442,1.47188,1.47552,1.47849,1.46231,1.4636,1.46653,1.46338,1.46585,1.47077,1.4618,1.46673,1.47688,1.46315,1.47609
122,1.48551,1.4873,1.48185,1.48495,1.49646,1.47816,1.48193,1.48381,1.48159,1.48342,1.48869,1.48011,1.48707,1.49078,1.48061,1.48337,1.48579,1.47078,1.48368,1.48442,1.47188,1.47552,1.47849,1.46231,1.4636,1.46653,1.46338,1.46585,1.47077,1.4618,1.46673,1.47688,1.46315,1.47599,1.47701,1.45905,1.45932
123,1.48495,1.49646,1.47816,1.48193,1.48381,1.48159,1.48342,1.48869,1.48011,1.48707,1.49078,1.48061,1.48337,1.48579,1.47078,1.48368,1.48442,1.47188,1.47552,1.47849,1.46231,1.4636,1.46653,1.46338,1.46585,1.47077,1.4618,1.46673,1.47688,1.46315,1.47599,1.47701,1.45905,1.4595,1.46593,1.45234,1.4655
124,1.48193,1.48381,1.48159,1.48342,1.48869,1.48011,1.48707,1.49078,1.48061,1.48337,1.48579,1.47078,1.48368,1.48442,1.47188,1.47552,1.47849,1.46231,1.4636,1.46653,1.46338,1.46585,1.47077,1.4618,1.46673,1.47688,1.46315,1.47599,1.47701,1.45905,1.4595,1.46593,1.45234,1.46557,1.46725,1.45946,1.46534
125,1.48342,1.48869,1.48011,1.48707,1.49078,1.48061,1.48337,1.48579,1.47078,1.48368,1.48442,1.47188,1.47552,1.47849,1.46231,1.4636,1.46653,1.46338,1.46585,1.47077,1.4618,1.46673,1.47688,1.46315,1.47599,1.47701,1.45905,1.4595,1.46593,1.45234,1.46557,1.46725,1.45946,1.46539,1.46581,1.46443,1.46508
126,1.48707,1.49078,1.48061,1.48337,1.48579,1.47078,1.48368,1.48442,1.47188,1.47552,1.47849,1.46231,1.4636,1.46653,1.46338,1.46585,1.47077,1.4618,1.46673,1.47688,1.46315,1.47599,1.47701,1.45905,1.4595,1.46593,1.45234,1.46557,1.46725,1.45946,1.46539,1.46581,1.46443,1.46512,1.47356,1.46361,1.47072
127,1.48337,1.48579,1.47078,1.48368,1.48442,1.47188,1.47552,1.47849,1.46231,1.4636,1.46653,1.46338,1.46585,1.47077,1.4618,1.46673,1.47688,1.46315,1.47599,1.47701,1.45905,1.4595,1.46593,1.45234,1.46557,1.46725,1.45946,1.46539,1.46581,1.46443,1.46512,1.47356,1.46361,1.47061,1.47506,1.46378,1.46586
128,1.48368,1.48442,1.47188,1.47552,1.47849,1.46231,1.4636,1.46653,1.46338,1.46585,1.47077,1.4618,1.46673,1.47688,1.46315,1.47599,1.47701,1.45905,1.4595,1.46593,1.45234,1.46557,1.46725,1.45946,1.46539,1.46581,1.46443,1.46512,1.47356,1.46361,1.47061,1.47506,1.46378,1.46609,1.4748,1.46469,1.4711
129,1.47552,1.47849,1.46231,1.4636,1.46653,1.46338,1.46585,1.47077,1.4618,1.46673,1.47688,1.46315,1.47599,1.47701,1.45905,1.4595,1.46593,1.45234,1.46557,1.46725,1.45946,1.46539,1.46581,1.46443,1.46512,1.47356,1.46361,1.47061,1.47506,1.46378,1.46609,1.4748,1.46469,1.47108,1.47379,1.45742,1.46248
130,1.4636,1.46653,1.46338,1.46585,1.47077,1.4618,1.46673,1.47688,1.46315,1.47599,1.47701,1.45905,1.4595,1.46593,1.45234,1.46557,1.46725,1.45946,1.46539,1.46581,1.46443,1.46512,1.47356,1.46361,1.47061,1.47506,1.46378,1.46609,1.4748,1.46469,1.47108,1.47379,1.45742,1.46246,1.46578,1.44094,1.44282
131,1.46585,1.47077,1.4618,1.46673,1.47688,1.46315,1.47599,1.47701,1.45905,1.4595,1.46593,1.45234,1.46557,1.46725,1.45946,1.46539,1.46581,1.46443,1.46512,1.47356,1.46361,1.47061,1.47506,1.46378,1.46609,1.4748,1.46469,1.47108,1.47379,1.45742,1.46246,1.46578,1.44094,1.43892,1.44173,1.43838,1.44139
132,1.46673,1.47688,1.46315,1.47599,1.47701,1.45905,1.4595,1.46593,1.45234,1.46557,1.46725,1.45946,1.46539,1.46581,1.46443,1.46512,1.47356,1.46361,1.47061,1.47506,1.46378,1.46609,1.4748,1.46469,1.47108,1.47379,1.45742,1.46246,1.46578,1.44094,1.43892,1.44173,1.43838,1.44144,1.44521,1.43273,1.44084
133,1.47599,1.47701,1.45905,1.4595,1.46593,1.45234,1.46557,1.46725,1.45946,1.46539,1.46581,1.46443,1.46512,1.47356,1.46361,1.47061,1.47506,1.46378,1.46609,1.4748,1.46469,1.47108,1.47379,1.45742,1.46246,1.46578,1.44094,1.43892,1.44173,1.43838,1.44144,1.44521,1.43273,1.44101,1.44357,1.43639,1.44166
134,1.4595,1.46593,1.45234,1.46557,1.46725,1.45946,1.46539,1.46581,1.46443,1.46512,1.47356,1.46361,1.47061,1.47506,1.46378,1.46609,1.4748,1.46469,1.47108,1.47379,1.45742,1.46246,1.46578,1.44094,1.43892,1.44173,1.43838,1.44144,1.44521,1.43273,1.44101,1.44357,1.43639,1.44167,1.44235,1.43229,1.43797
135,1.46557,1.46725,1.45946,1.46539,1.46581,1.46443,1.46512,1.47356,1.46361,1.47061,1.47506,1.46378,1.46609,1.4748,1.46469,1.47108,1.47379,1.45742,1.46246,1.46578,1.44094,1.43892,1.44173,1.43838,1.44144,1.44521,1.43273,1.44101,1.44357,1.43639,1.44167,1.44235,1.43229,1.43817,1.43899,1.43073,1.43292
136,1.46539,1.46581,1.46443,1.46512,1.47356,1.46361,1.47061,1.47506,1.46378,1.46609,1.4748,1.46469,1.47108,1.47379,1.45742,1.46246,1.46578,1.44094,1.43892,1.44173,1.43838,1.44144,1.44521,1.43273,1.44101,1.44357,1.43639,1.44167,1.44235,1.43229,1.43817,1.43899,1.43073,1.43289,1.44101,1.43218,1.43772
137,1.46512,1.47356,1.46361,1.47061,1.47506,1.46378,1.46609,1.4748,1.46469,1.47108,1.47379,1.45742,1.46246,1.46578,1.44094,1.43892,1.44173,1.43838,1.44144,1.44521,1.43273,1.44101,1.44357,1.43639,1.44167,1.44235,1.43229,1.43817,1.43899,1.43073,1.43289,1.44101,1.43218,1.43738,1.43824,1.43643,1.43724
138,1.47061,1.47506,1.46378,1.46609,1.4748,1.46469,1.47108,1.47379,1.45742,1.46246,1.46578,1.44094,1.43892,1.44173,1.43838,1.44144,1.44521,1.43273,1.44101,1.44357,1.43639,1.44167,1.44235,1.43229,1.43817,1.43899,1.43073,1.43289,1.44101,1.43218,1.43738,1.43824,1.43643,1.43763,1.44129,1.43692,1.43933
139,1.46609,1.4748,1.46469,1.47108,1.47379,1.45742,1.46246,1.46578,1.44094,1.43892,1.44173,1.43838,1.44144,1.44521,1.43273,1.44101,1.44357,1.43639,1.44167,1.44235,1.43229,1.43817,1.43899,1.43073,1.43289,1.44101,1.43218,1.43738,1.43824,1.43643,1.43763,1.44129,1.43692,1.43938,1.44205,1.43825,1.4394
140,1.47108,1.47379,1.45742,1.46246,1.46578,1.44094,1.43892,1.44173,1.43838,1.44144,1.44521,1.43273,1.44101,1.44357,1.43639,1.44167,1.44235,1.43229,1.43817,1.43899,1.43073,1.43289,1.44101,1.43218,1.43738,1.43824,1.43643,1.43763,1.44129,1.43692,1.43938,1.44205,1.43825,1.43936,1.45058,1.43866,1.44819
141,1.46246,1.46578,1.44094,1.43892,1.44173,1.43838,1.44144,1.44521,1.43273,1.44101,1.44357,1.43639,1.44167,1.44235,1.43229,1.43817,1.43899,1.43073,1.43289,1.44101,1.43218,1.43738,1.43824,1.43643,1.43763,1.44129,1.43692,1.43938,1.44205,1.43825,1.43936,1.45058,1.43866,1.44846,1.46411,1.44643,1.46082
142,1.43892,1.44173,1.43838,1.44144,1.44521,1.43273,1.44101,1.44357,1.43639,1.44167,1.44235,1.43229,1.43817,1.43899,1.43073,1.43289,1.44101,1.43218,1.43738,1.43824,1.43643,1.43763,1.44129,1.43692,1.43938,1.44205,1.43825,1.43936,1.45058,1.43866,1.44846,1.46411,1.44643,1.46094,1.47273,1.45873,1.4721
143,1.44144,1.44521,1.43273,1.44101,1.44357,1.43639,1.44167,1.44235,1.43229,1.43817,1.43899,1.43073,1.43289,1.44101,1.43218,1.43738,1.43824,1.43643,1.43763,1.44129,1.43692,1.43938,1.44205,1.43825,1.43936,1.45058,1.43866,1.44846,1.46411,1.44643,1.46094,1.47273,1.45873,1.47133,1.47351,1.47022,1.47312
144,1.44101,1.44357,1.43639,1.44167,1.44235,1.43229,1.43817,1.43899,1.43073,1.43289,1.44101,1.43218,1.43738,1.43824,1.43643,1.43763,1.44129,1.43692,1.43938,1.44205,1.43825,1.43936,1.45058,1.43866,1.44846,1.46411,1.44643,1.46094,1.47273,1.45873,1.47133,1.47351,1.47022,1.47344,1.47491,1.45651,1.45828
145,1.44167,1.44235,1.43229,1.43817,1.43899,1.43073,1.43289,1.44101,1.43218,1.43738,1.43824,1.43643,1.43763,1.44129,1.43692,1.43938,1.44205,1.43825,1.43936,1.45058,1.43866,1.44846,1.46411,1.44643,1.46094,1.47273,1.45873,1.47133,1.47351,1.47022,1.47344,1.47491,1.45651,1.45841,1.46285,1.45718,1.46174
146,1.43817,1.43899,1.43073,1.43289,1.44101,1.43218,1.43738,1.43824,1.43643,1.43763,1.44129,1.43692,1.43938,1.44205,1.43825,1.43936,1.45058,1.43866,1.44846,1.46411,1.44643,1.46094,1.47273,1.45873,1.47133,1.47351,1.47022,1.47344,1.47491,1.45651,1.45841,1.46285,1.45718,1.46172,1.4749,1.45925,1.4714
147,1.43289,1.44101,1.43218,1.43738,1.43824,1.43643,1.43763,1.44129,1.43692,1.43938,1.44205,1.43825,1.43936,1.45058,1.43866,1.44846,1.46411,1.44643,1.46094,1.47273,1.45873,1.47133,1.47351,1.47022,1.47344,1.47491,1.45651,1.45841,1.46285,1.45718,1.46172,1.4749,1.45925,1.47142,1.47807,1.46842,1.47411
148,1.43738,1.43824,1.43643,1.43763,1.44129,1.43692,1.43938,1.44205,1.43825,1.43936,1.45058,1.43866,1.44846,1.46411,1.44643,1.46094,1.47273,1.45873,1.47133,1.47351,1.47022,1.47344,1.47491,1.45651,1.45841,1.46285,1.45718,1.46172,1.4749,1.45925,1.47142,1.47807,1.46842,1.47404,1.48241,1.4691,1.47397
149,1.43763,1.44129,1.43692,1.43938,1.44205,1.43825,1.43936,1.45058,1.43866,1.44846,1.46411,1.44643,1.46094,1.47273,1.45873,1.47133,1.47351,1.47022,1.47344,1.47491,1.45651,1.45841,1.46285,1.45718,1.46172,1.4749,1.45925,1.47142,1.47807,1.46842,1.47404,1.48241,1.4691,1.47452,1.47547,1.47404,1.47472
